"PROTEIN","SYMBOL","ENTREZID"
"9606.ENSP00000353142","GAL3ST4","4717"
"9606.ENSP00000353151","HOXA4","4718"
"9606.ENSP00000353375","MAP4","4719"
"9606.ENSP00000353393","F8","4720"
"9606.ENSP00000353397","TP53TG3C","4722"
"9606.ENSP00000353157","SEPT2","4724"
"9606.ENSP00000353165","TPK1","4725"
"9606.ENSP00000353198","PYY","4726"
"9606.ENSP00000353203","LCE1B","374291"
"9606.ENSP00000353210","ARL9","4728"
"9606.ENSP00000353224","TFRC","4723"
"9606.ENSP00000353238","SPN","4729"
"9606.ENSP00000353245","C17orf97","4731"
"9606.ENSP00000353246","MAK16","4703"
"9606.ENSP00000353249","AGBL5","10529"
"9606.ENSP00000353259","CD300A","64168"
"9606.ENSP00000353270","ERGIC2","54550"
"9606.ENSP00000353292","SCNN1A","63941"
"9606.ENSP00000353427","NR4A1","25977"
"9606.ENSP00000353444","RAB5B","55707"
"9606.ENSP00000353452","MYLK","121441"
"9606.ENSP00000353458","BAZ1A","4734"
"9606.ENSP00000353462","CASS4","23327"
"9606.ENSP00000353465","GSDMB","4738"
"9606.ENSP00000353470","C20orf96","100528064"
"9606.ENSP00000353472","HLA-G","4739"
"9606.ENSP00000353475","CLDN7","4744"
"9606.ENSP00000353483","MAPK8","4741"
"9606.ENSP00000353491","ZNF460","257194"
"9606.ENSP00000353500","CLEC4C","79661"
"9606.ENSP00000353512","PARP9","252969"
"9606.ENSP00000353516","OR2W3","55247"
"9606.ENSP00000353518","ANKS1A","4750"
"9606.ENSP00000353537","OR5B21","152110"
"9606.ENSP00000353538","LRRCC1","79858"
"9606.ENSP00000353542","SPRR2D","4751"
"9606.ENSP00000353557","SLC35F1","4752"
"9606.ENSP00000353564","EXOC8","6787"
"9606.ENSP00000353575","EIF2B3","341676"
"9606.ENSP00000353581","HIST1H3E","10783"
"9606.ENSP00000353582","NRP2","140609"
"9606.ENSP00000353586","ZNF280B","284086"
"9606.ENSP00000353608","DSC3","91754"
"9606.ENSP00000353622","SIN3A",NA
"9606.ENSP00000353624","HIST1H4E","4745"
"9606.ENSP00000353706","CDC42SE2","4753"
"9606.ENSP00000353643","MORF4L2","9147"
"9606.ENSP00000353646","PLEKHG4","29937"
"9606.ENSP00000353650","FABP12","4756"
"9606.ENSP00000353652","ZNF528","10763"
"9606.ENSP00000353654","COL4A2","10276"
"9606.ENSP00000353655","MAN2A2","81832"
"9606.ENSP00000353656","CDH4","81831"
"9606.ENSP00000353660","PEA15","4758"
"9606.ENSP00000353670","SPOCD1","4759"
"9606.ENSP00000353677","SLC17A2","10825"
"9606.ENSP00000353679","MME","129807"
"9606.ENSP00000353695","GSTCD",NA
"9606.ENSP00000353698","CNPPD1","54492"
"9606.ENSP00000353699","WDR72","140825"
"9606.ENSP00000353731","DPP4","84461"
"9606.ENSP00000353732","CLIP3","4760"
"9606.ENSP00000353735","TOPORS","4761"
"9606.ENSP00000353739","PCMTD1","58158"
"9606.ENSP00000353741","ETF1","63974"
"9606.ENSP00000353742","KRTAP26-1","4762"
"9606.ENSP00000353767","MMP17","63973"
"9606.ENSP00000353769","SCAF1","50674"
"9606.ENSP00000353770","RRM2","91624"
"9606.ENSP00000354280","PRSS3","4763"
"9606.ENSP00000353785","TPPP","4771"
"9606.ENSP00000353791","SLC6A9","150372"
"9606.ENSP00000353793","WDHD1","23114"
"9606.ENSP00000353794","FBXL22","10725"
"9606.ENSP00000353796","ANKRD53","4772"
"9606.ENSP00000353820","CYP2D6","4773"
"9606.ENSP00000353824","PIM3","84901"
"9606.ENSP00000353826","LONP1","4775"
"9606.ENSP00000353847","WWTR1","4776"
"9606.ENSP00000353854","C15orf39","4778"
"9606.ENSP00000353863","ZNF148","4779"
"9606.ENSP00000353864","PAK3","4780"
"9606.ENSP00000353868","PCED1A","9603"
"9606.ENSP00000353874","TLR9","4774"
"9606.ENSP00000353878","BAK1","4781"
"9606.ENSP00000353887","FAM153A","4782"
"9606.ENSP00000353893","LGALS14","4783"
"9606.ENSP00000353904","CSNK1G3","4784"
"9606.ENSP00000353910","FUT8","4790"
"9606.ENSP00000353915","HTR4","4791"
"9606.ENSP00000353920","ADARB1","4792"
"9606.ENSP00000353942","CCDC135","4793"
"9606.ENSP00000353953","PAQR8","84807"
"9606.ENSP00000353957","ZNF567","4794"
"9606.ENSP00000353971","TTI2","4795"
"9606.ENSP00000353988","OR10A3","64332"
"9606.ENSP00000353998","VKORC1L1","4798"
"9606.ENSP00000354193","ABP1","9054"
"9606.ENSP00000354001","KRTAP12-2","27247"
"9606.ENSP00000354003","GYPA","4799"
"9606.ENSP00000354006","TRPM6","152518"
"9606.ENSP00000354028","CYB561","4800"
"9606.ENSP00000354032","BSCL2","4801"
"9606.ENSP00000354033","PCGF2","4802"
"9606.ENSP00000354039","UBAP2",NA
"9606.ENSP00000354040","GTPBP4",NA
"9606.ENSP00000354045","RRBP1","58157"
"9606.ENSP00000354053","GLT8D2","25983"
"9606.ENSP00000354201","UBE2Z","25791"
"9606.ENSP00000354204","TOMM20L","4803"
"9606.ENSP00000354206","ZNF219","4804"
"9606.ENSP00000354061","SCYL2",NA
"9606.ENSP00000354070","FAM177B","55768"
"9606.ENSP00000354080","SCUBE1","51335"
"9606.ENSP00000354086","MRPL37","79840"
"9606.ENSP00000354090","SIGLEC14","4807"
"9606.ENSP00000354107","SLC6A6","4808"
"9606.ENSP00000354109","RGS22","378884"
"9606.ENSP00000354111","DNAJC5","374354"
"9606.ENSP00000354125","EIF3B","387921"
"9606.ENSP00000354130","SOX10","283948"
"9606.ENSP00000354152","MTHFSD","55651"
"9606.ENSP00000354158","ERC1",NA
"9606.ENSP00000354159","NLRC4","4810"
"9606.ENSP00000354168","TSSK6","57224"
"9606.ENSP00000354207","NTRK3","340527"
"9606.ENSP00000354213","HS3ST3B1","84276"
"9606.ENSP00000354218","PPP1R13L","4811"
"9606.ENSP00000354219","TPM2","22795"
"9606.ENSP00000354223","MPC1","60491"
"9606.ENSP00000354227","C11orf80",NA
"9606.ENSP00000354238","ENPP1","51199"
"9606.ENSP00000354251","NCKAP1","4814"
"9606.ENSP00000354255","CPZ","4815"
"9606.ENSP00000354270","FAM107A","22981"
"9606.ENSP00000406598","C4orf27","51388"
"9606.ENSP00000354293","PCDHB16","123606"
"9606.ENSP00000354294","CTRB1","81614"
"9606.ENSP00000354305","ZSCAN12","152519"
"9606.ENSP00000354313","GRAMD4","79815"
"9606.ENSP00000354335","MPEG1","57185"
"9606.ENSP00000354340","UBA3","348938"
"9606.ENSP00000354341","MEPE","25836"
"9606.ENSP00000354346","MATR3","8508"
"9606.ENSP00000354347","GFPT1","25934"
"9606.ENSP00000354360","LAMC3","55335"
"9606.ENSP00000354361","RFWD3","11188"
"9606.ENSP00000354376","RAB25","4817"
"9606.ENSP00000354842","TOX","56954"
"9606.ENSP00000406665","RNF224","79570"
"9606.ENSP00000354387","NMRK1","154215"
"9606.ENSP00000354394","STAT1","286183"
"9606.ENSP00000354398","CYTH1","128414"
"9606.ENSP00000354414","ZNF627","79576"
"9606.ENSP00000354415","MICU1","222698"
"9606.ENSP00000354416","CCL28","85407"
"9606.ENSP00000354432","ANKRD30A","85409"
"9606.ENSP00000354441","TMEM184B",NA
"9606.ENSP00000354451","IQGAP3","4818"
"9606.ENSP00000354453","ZFP2","28512"
"9606.ENSP00000354458","C8A","28511"
"9606.ENSP00000354461","FAM109A","284353"
"9606.ENSP00000354468","CYB5R3","55922"
"9606.ENSP00000354476","SREBF2","4820"
"9606.ENSP00000354478","DLX1","54729"
"9606.ENSP00000354481","FAM5B","390010"
"9606.ENSP00000354532","PNP","7080"
"9606.ENSP00000354886","SLC25A47","4821"
"9606.ENSP00000354487","ZEB1","159296"
"9606.ENSP00000354490","ATP1A2","644524"
"9606.ENSP00000354497","FAN1","1482"
"9606.ENSP00000354498","PHLDB1","137814"
"9606.ENSP00000354499","MT-CO1","26257"
"9606.ENSP00000354501","ZNF277","4824"
"9606.ENSP00000354504","ASTN2","579"
"9606.ENSP00000354511","COMT","4825"
"9606.ENSP00000354518","ZNF830","84504"
"9606.ENSP00000354519","INPP5F","157848"
"9606.ENSP00000354522","TOP1","54475"
"9606.ENSP00000354525","MRPL24","22871"
"9606.ENSP00000354526","L3MBTL3","57555"
"9606.ENSP00000354580","MRPL21","54413"
"9606.ENSP00000354536","ASTN1","57502"
"9606.ENSP00000354541","NLGN1","22829"
"9606.ENSP00000354543","TSC22D2","51701"
"9606.ENSP00000354553","C1orf85","57486"
"9606.ENSP00000354554","MT-CYB","58484"
"9606.ENSP00000354558","MTOR","84166"
"9606.ENSP00000354560","KIFAP3","22861"
"9606.ENSP00000354566","CD3E","338322"
"9606.ENSP00000354568","BRDT","204801"
"9606.ENSP00000354569","GNRHR2","91662"
"9606.ENSP00000354571","RNF121","126204"
"9606.ENSP00000354573","MACF1","338323"
"9606.ENSP00000354574","SLC9B2","55655"
"9606.ENSP00000354575","LSR","114548"
"9606.ENSP00000354579","CMTM3","147945"
"9606.ENSP00000354586","GLI2","126206"
"9606.ENSP00000354588","TEAD1","171389"
"9606.ENSP00000354590","SFT2D1","199713"
"9606.ENSP00000354592","ZNF384","126205"
"9606.ENSP00000354597","DENND4B","338321"
"9606.ENSP00000354603","GAGE12B","79671"
"9606.ENSP00000354607","FZD5","4828"
"9606.ENSP00000354608","PPT2","4829"
"9606.ENSP00000354609","CNKSR1","51068"
"9606.ENSP00000354610","AMY2B","4830"
"9606.ENSP00000354612","PTGS1","654364"
"9606.ENSP00000354620","FOXJ3","4831"
"9606.ENSP00000354621","SMURF1","4832"
"9606.ENSP00000354622","RUNDC1","4833"
"9606.ENSP00000354633","TAF11","8382"
"9606.ENSP00000354643","DIO1","10201"
"9606.ENSP00000354645","GPATCH3","29922"
"9606.ENSP00000354649","MAGT1","51314"
"9606.ENSP00000354652","NPY1R","347736"
"9606.ENSP00000354660","MAGEC2","9111"
"9606.ENSP00000354663","ZNF438","64802"
"9606.ENSP00000354665","MT-ND6","23057"
"9606.ENSP00000354669","FAM63A","349565"
"9606.ENSP00000354671","MAST2","57407"
"9606.ENSP00000354675","BHLHB9","54981"
"9606.ENSP00000354676","OSTC","27231"
"9606.ENSP00000354677","GPX7","129521"
"9606.ENSP00000354680","ZNF266","4836"
"9606.ENSP00000354888","CCDC152","9397"
"9606.ENSP00000354891","FAM163A","10874"
"9606.ENSP00000354681","OPA1","10316"
"9606.ENSP00000354686","ZNF652","56923"
"9606.ENSP00000354687","MT-ND1","4826"
"9606.ENSP00000354688","FAM45A","4837"
"9606.ENSP00000354689","SLC39A13","23530"
"9606.ENSP00000354691","FCRL5","84273"
"9606.ENSP00000354694","ZNF485","28987"
"9606.ENSP00000354707","OR10Z1","135935"
"9606.ENSP00000354708","ARMCX6","26155"
"9606.ENSP00000354718","AKAP13","64318"
"9606.ENSP00000354720","SMC3","79050"
"9606.ENSP00000354721","SLC26A1","10392"
"9606.ENSP00000354722","EIF1AY","64127"
"9606.ENSP00000354723","H2BFWT","4838"
"9606.ENSP00000354848","KIAA1279","9241"
"9606.ENSP00000354724","PCGF3","79954"
"9606.ENSP00000354728","MT-ND4L","25926"
"9606.ENSP00000354730","CHAMP1","79159"
"9606.ENSP00000354733","SBNO2","8996"
"9606.ENSP00000354734","WISP3","8715"
"9606.ENSP00000354739","RPL12","65083"
"9606.ENSP00000354742","IPO9","51406"
"9606.ENSP00000354762","COA3","55035"
"9606.ENSP00000354769","C1orf68","79707"
"9606.ENSP00000354772","FAM125B","9221"
"9606.ENSP00000354774","SPRYD7","64434"
"9606.ENSP00000354775","PJA2","23420"
"9606.ENSP00000354777","TBKBP1","283820"
"9606.ENSP00000354778","CNTNAP2","408050"
"9606.ENSP00000354782","CD247","4841"
"9606.ENSP00000354794","ZNF521","55505"
"9606.ENSP00000354800","OR5D13","8602"
"9606.ENSP00000354812","C9orf114","51491"
"9606.ENSP00000354813","MT-ND5","4839"
"9606.ENSP00000354822","XAF1","10528"
"9606.ENSP00000354826","CALD1","51602"
"9606.ENSP00000354829","SGMS1","161424"
"9606.ENSP00000354830","DDIT4L","4842"
"9606.ENSP00000354834","PNMA5","9722"
"9606.ENSP00000354837","ARHGEF2","4843"
"9606.ENSP00000354841","ABHD14B","4846"
"9606.ENSP00000452347","ENSG00000258852","51070"
"9606.ENSP00000354849","MYBPC1","115677"
"9606.ENSP00000354850","MGEA5","4851"
"9606.ENSP00000354855","NFE2L1","4853"
"9606.ENSP00000354856","CLK2","388677"
"9606.ENSP00000354859","DRD2","4854"
"9606.ENSP00000354869","GATSL1","4855"
"9606.ENSP00000354871","PPEF1","344022"
"9606.ENSP00000354874","C17orf47","147111"
"9606.ENSP00000354876","MT-CO2","4856"
"9606.ENSP00000354877","ULK2","4857"
"9606.ENSP00000354878","KIF21A","4858"
"9606.ENSP00000354883","UBL7","27035"
"9606.ENSP00000354884","RASSF9","50508"
"9606.ENSP00000354900","GJB1","50507"
"9606.ENSP00000354901","CXCL9","79400"
"9606.ENSP00000354910","NRG2","10811"
"9606.ENSP00000354911","TIFA","124056"
"9606.ENSP00000354912","MAGEE1","122945"
"9606.ENSP00000354916","CDC14A","23742"
"9606.ENSP00000354919","VEPH1","4861"
"9606.ENSP00000354920","METTL13","4862"
"9606.ENSP00000354923","DMD","64067"
"9606.ENSP00000354927","MAP3K3","266743"
"9606.ENSP00000354929","NOTCH2NL","4863"
"9606.ENSP00000354932","TLR1","256933"
"9606.ENSP00000354945","MCM10","2831"
"9606.ENSP00000354947","CAPZA2","2832"
"9606.ENSP00000354950","PCDH15","4864"
"9606.ENSP00000354952","GAB2","29881"
"9606.ENSP00000354957","SMC5","10577"
"9606.ENSP00000354958","FAM189B","246734"
"9606.ENSP00000354960","GLT25D2","56654"
"9606.ENSP00000354961","MT-ND4","79716"
"9606.ENSP00000354963","RASGEF1C","9520"
"9606.ENSP00000354964","ZNF318","8620"
"9606.ENSP00000354966","SLC9A8","64106"
"9606.ENSP00000354968","C1orf191","10886"
"9606.ENSP00000354972","NAA35","4867"
"9606.ENSP00000354982","MT-CO3","27031"
"9606.ENSP00000354991","ALPK2","261734"
"9606.ENSP00000355001","POU3F3","4868"
"9606.ENSP00000355011","ILF2","7827"
"9606.ENSP00000355013","CTR9",NA
"9606.ENSP00000355014","PJA1",NA
"9606.ENSP00000355022","C16orf59",NA
"9606.ENSP00000355026","ARHGEF15",NA
"9606.ENSP00000355028","DZIP3","100874381"
"9606.ENSP00000355031","PER3","80896"
"9606.ENSP00000355045","FAM179B",NA
"9606.ENSP00000355046","MT-ND2","55666"
"9606.ENSP00000355050","CTNNBL1","4869"
"9606.ENSP00000355051","TAF13","10361"
"9606.ENSP00000355058","MTCP1","10360"
"9606.ENSP00000355060","ARHGEF10L","255743"
"9606.ENSP00000355064","SHISA4","4878"
"9606.ENSP00000355146","GPRASP1","4879"
"9606.ENSP00000355077","NSMCE1","4880"
"9606.ENSP00000355082","PCDH18","4881"
"9606.ENSP00000355084","MSRB1","4882"
"9606.ENSP00000355086","DARS2","4883"
"9606.ENSP00000355089","CELF4","10641"
"9606.ENSP00000355090","ARHGAP11A","8131"
"9606.ENSP00000355094","QKI","594857"
"9606.ENSP00000355109","SFMBT2","387129"
"9606.ENSP00000355110","SMOC1","27020"
"9606.ENSP00000355114","DCAF12","4884"
"9606.ENSP00000355119","TGIF2LX","4885"
"9606.ENSP00000355121","ITPRIPL1","23467"
"9606.ENSP00000355124","KRT19","64111"
"9606.ENSP00000355133","NOS1AP","283869"
"9606.ENSP00000355136","SORBS1","4852"
"9606.ENSP00000355140","HOXB1","4886"
"9606.ENSP00000355141","SEPN1","4887"
"9606.ENSP00000355251","ZNF511","4889"
"9606.ENSP00000355155","GRIN3A","1728"
"9606.ENSP00000355156","SUCNR1","4835"
"9606.ENSP00000355157","FCRL2","190"
"9606.ENSP00000355162","TIGD4","8431"
"9606.ENSP00000355166","LRRC10","9572"
"9606.ENSP00000355167","HORMAD1","9975"
"9606.ENSP00000355173","ATG9A","7376"
"9606.ENSP00000355177","RUSC2","10062"
"9606.ENSP00000355180","COL6A1","9971"
"9606.ENSP00000355185","DCLRE1A","8856"
"9606.ENSP00000355187","LRRTM3","9970"
"9606.ENSP00000355192","CACNA1S","7181"
"9606.ENSP00000355195","ASB12","7182"
"9606.ENSP00000355198","MAGEB3","126382"
"9606.ENSP00000355204","FAM110B","7101"
"9606.ENSP00000355260","PPP1R14C","7025"
"9606.ENSP00000355308","PTPLA","7026"
"9606.ENSP00000355315","RPL39","2063"
"9606.ENSP00000355205","INO80","2908"
"9606.ENSP00000355206","MT-ND3","4306"
"9606.ENSP00000355208","TPTE","3164"
"9606.ENSP00000355211","KIAA1704","4929"
"9606.ENSP00000355217","SNX6","8013"
"9606.ENSP00000355228","HMGN2","2516"
"9606.ENSP00000355231","BECN1","2494"
"9606.ENSP00000355237","CDC42BPB","2649"
"9606.ENSP00000355241","C19orf45","4892"
"9606.ENSP00000355245","PAX9","441478"
"9606.ENSP00000355249","E2F2","4893"
"9606.ENSP00000355250","KIAA0753","29982"
"9606.ENSP00000355261","SMG5","29959"
"9606.ENSP00000355264","FAM111A","340371"
"9606.ENSP00000355265","MT-ATP8","4897"
"9606.ENSP00000355273","ST6GAL2",NA
"9606.ENSP00000355279","CNOT7","55051"
"9606.ENSP00000355299","TSEN15","9315"
"9606.ENSP00000355302","KRTAP1-5","4899"
"9606.ENSP00000355385","R3HDM4","3084"
"9606.ENSP00000355316","GRM3","9542"
"9606.ENSP00000355317","WDTC1","10718"
"9606.ENSP00000355319","KIAA1737","145957"
"9606.ENSP00000355323","TEX28","4900"
"9606.ENSP00000355325","PSMB5","8204"
"9606.ENSP00000355330","TGM2","83714"
"9606.ENSP00000355340","APOBEC3C","56675"
"9606.ENSP00000355343","UBAP2L","203447"
"9606.ENSP00000355353","SLC34A3","4901"
"9606.ENSP00000355354","SOX15","11270"
"9606.ENSP00000355361","CD47","51299"
"9606.ENSP00000355370","CNTF","123904"
"9606.ENSP00000355374","OSGIN1","8829"
"9606.ENSP00000355377","AKR7A3","8828"
"9606.ENSP00000355384","SLC26A11","140767"
"9606.ENSP00000355387","SCAMP5","80023"
"9606.ENSP00000355388","MPHOSPH8","4902"
"9606.ENSP00000355396","LRIG2","9378"
"9606.ENSP00000355402","ISLR2","9379"
"9606.ENSP00000355419","PCDH11Y","9369"
"9606.ENSP00000355421","GAGE2A","10412"
"9606.ENSP00000355428","SH3BP5L","64324"
"9606.ENSP00000355429","OR2T5","50814"
"9606.ENSP00000355430","OR2T1","4905"
"9606.ENSP00000355431","OR2T4","55968"
"9606.ENSP00000355432","OR2M5","27065"
"9606.ENSP00000355435","OR2L2","25936"
"9606.ENSP00000355436","OR2AK2","8439"
"9606.ENSP00000355437","TRIM58","197370"
"9606.ENSP00000355441","OR14A2","286053"
"9606.ENSP00000355443","OR2C3","54780"
"9606.ENSP00000355444","GCSAML","84081"
"9606.ENSP00000355459","ZNF670","54888"
"9606.ENSP00000355465","AHCTF1","63899"
"9606.ENSP00000355467","SCCPDH","387338"
"9606.ENSP00000355470","CNST","55695"
"9606.ENSP00000355583","KIAA1804","221078"
"9606.ENSP00000355471","TFB2M","79730"
"9606.ENSP00000355480","EFCAB2","30833"
"9606.ENSP00000355492","C1orf101","84618"
"9606.ENSP00000355493","ADSS","93034"
"9606.ENSP00000355499","SDCCAG8","22978"
"9606.ENSP00000355500","CEP170",NA
"9606.ENSP00000355510","WDR64",NA
"9606.ENSP00000355511","CHML","221294"
"9606.ENSP00000355512","OPN3","64943"
"9606.ENSP00000355517","KMO","51559"
"9606.ENSP00000355518","FH","284958"
"9606.ENSP00000355523","RGS7","4907"
"9606.ENSP00000355529","ZP4","56953"
"9606.ENSP00000355785","LEFTY2","123803"
"9606.ENSP00000355533","RYR2","4908"
"9606.ENSP00000355536","MTR","4909"
"9606.ENSP00000355537","ACTN2","4913"
"9606.ENSP00000355541","HEATR1","50863"
"9606.ENSP00000355551","GPR137B","28989"
"9606.ENSP00000355556","GNG4","9423"
"9606.ENSP00000355559","B3GALNT2","4917"
"9606.ENSP00000355560","TBCE","59277"
"9606.ENSP00000355566","TOMM20","126147"
"9606.ENSP00000355568","IRF2BP2","22854"
"9606.ENSP00000355572","COA6","84628"
"9606.ENSP00000355577","SLC35F3","84284"
"9606.ENSP00000355580","KCNK1","4914"
"9606.ENSP00000355587","NTPCR","4915"
"9606.ENSP00000355593","DISC1","4916"
"9606.ENSP00000355599","TSNAX","4922"
"9606.ENSP00000355601","EGLN1","4923"
"9606.ENSP00000355607","GNPAT","23620"
"9606.ENSP00000355609","C1orf131",NA
"9606.ENSP00000355613","TRIM67","9891"
"9606.ENSP00000355614","FAM89A","81788"
"9606.ENSP00000355621","TTC13","51667"
"9606.ENSP00000355623","C1orf198","4682"
"9606.ENSP00000355627","AGT","10101"
"9606.ENSP00000355629","COG2","80224"
"9606.ENSP00000355632","GALNT2","4924"
"9606.ENSP00000355637","ABCB10","4925"
"9606.ENSP00000355645","ACTA1","64710"
"9606.ENSP00000355649","SPHAR","10726"
"9606.ENSP00000355651","RAB4A","84955"
"9606.ENSP00000355787","C6orf123","134492"
"9606.ENSP00000355797","TCP10L2","23386"
"9606.ENSP00000355652","RHOU","4521"
"9606.ENSP00000355656","HIST3H2A","170685"
"9606.ENSP00000355657","HIST3H3","55190"
"9606.ENSP00000355672","IBA57","83594"
"9606.ENSP00000355674","C1orf148","25961"
"9606.ENSP00000355675","GJC2","256281"
"9606.ENSP00000355689","GUK1","55270"
"9606.ENSP00000355692","MRPL55","131870"
"9606.ENSP00000355718","DLL1","84309"
"9606.ENSP00000355719","PRSS38","200035"
"9606.ENSP00000355720","JMJD4","79873"
"9606.ENSP00000355721","SNAP47","390916"
"9606.ENSP00000355731","CDC42BPA","318"
"9606.ENSP00000355735","C6orf70","11051"
"9606.ENSP00000355736","TCTE3","84304"
"9606.ENSP00000355739","ADCK3","11165"
"9606.ENSP00000355899","RRP15","11163"
"9606.ENSP00000355747","PSEN2","11164"
"9606.ENSP00000355751","THBS2","11162"
"9606.ENSP00000355752","C1orf95","283927"
"9606.ENSP00000355759","PARP1","254552"
"9606.ENSP00000355760","DACT2","53343"
"9606.ENSP00000355775","MIXL1","83540"
"9606.ENSP00000355777","ACBD3","26747"
"9606.ENSP00000355778","H3F3A","57532"
"9606.ENSP00000355799","GPR31","389643"
"9606.ENSP00000355800","TMEM63A","4926"
"9606.ENSP00000355809","ENAH","8650"
"9606.ENSP00000355810","ENSG00000203691","9253"
"9606.ENSP00000355812","FGFR1OP","57122"
"9606.ENSP00000355827","FBXO28","55746"
"9606.ENSP00000355837","CAPN8","9972"
"9606.ENSP00000355840","C1orf65","9631"
"9606.ENSP00000355865","PARK2","23279"
"9606.ENSP00000355866","DUSP10","23511"
"9606.ENSP00000355870","HLX","23165"
"9606.ENSP00000355877","MARC1","23225"
"9606.ENSP00000355880","MARC2","91181"
"9606.ENSP00000355884","MARK1","8021"
"9606.ENSP00000355890","EPRS","129401"
"9606.ENSP00000355893","SLC30A10","79023"
"9606.ENSP00000355895","LYPLAL1","348995"
"9606.ENSP00000355896","TGFB2","10762"
"9606.ENSP00000355920","SLC22A2","53371"
"9606.ENSP00000355922","CENPF","23636"
"9606.ENSP00000355923","PTPN14","54830"
"9606.ENSP00000355924","SMYD2","79902"
"9606.ENSP00000355927","RPS6KC1","4927"
"9606.ENSP00000355929","ANGEL2","9688"
"9606.ENSP00000355930","SLC22A1","4928"
"9606.ENSP00000355932","VASH2",NA
"9606.ENSP00000355938","FLVCR1","11097"
"9606.ENSP00000355944","NSL1","26471"
"9606.ENSP00000355955","NENF",NA
"9606.ENSP00000355958","DTL","116150"
"9606.ENSP00000355961","INTS7","51203"
"9606.ENSP00000355963","LPGAT1","10204"
"9606.ENSP00000355966","NEK2","4931"
"9606.ENSP00000355968","SLC30A1","284434"
"9606.ENSP00000355969","RD3","10482"
"9606.ENSP00000355979","SERTAD4","56001"
"9606.ENSP00000355988","IRF6","728343"
"9606.ENSP00000355991","TRAF3IP3","56000"
"9606.ENSP00000355996","G0S2","55998"
"9606.ENSP00000356000","PLXNA2","64359"
"9606.ENSP00000356001","MRPL18","115861"
"9606.ENSP00000356015","ACAT2","158046"
"9606.ENSP00000356016","CR1","120400"
"9606.ENSP00000356022","SOD2","120406"
"9606.ENSP00000356024","CR2","91775"
"9606.ENSP00000356033","TAGAP","54827"
"9606.ENSP00000356037","C4BPA","30010"
"9606.ENSP00000356039","C6orf99","11249"
"9606.ENSP00000356047","PFKFB2","11248"
"9606.ENSP00000356056","DYNLT1","11247"
"9606.ENSP00000456337","FLJ27352","29107"
"9606.ENSP00000356057","TMEM181","55916"
