"symbol1","symbol2","MF","BP","CC"
"ADAR","IFIT2",0.664,0.532,0.49
"ADAR","IRF2",0.419,0.663,0.554
"ADAR","IRF3",0.403,0.528,0.763
"ADAR","IRF7",0.457,0.585,0.772
"ADAR","NONO",0.524,0.454,0.739
"ADAR","NPM1",0.379,0.439,0.729
"ADAR","PCBP1",0.625,0.464,0.769
"ADAR","PSMB4",0.499,0.211,0.622
"ADAR","RPL11",0.551,0.418,0.753
"ADAR","RPS2",0.543,0.38,0.7
"ADAR","RPL35",0.46,0.318,0.735
"ADCY1","FSHR",0,0.535,0.623
"ADCY1","GNAI2",0.099,0.511,0.724
"ADCY1","GNB2",0.115,0.433,0.702
"ADCY1","GRM4",0,0.526,0.82
"ADCY1","HRAS",0.099,0.36,0.757
"ADCY1","HTR4",0,0.526,0.762
"ADCY1","NPY",0,0.405,0.527
"ADCY1","SCTR",0,0.458,0.568
"ADCY1","CXCR4",0,0.445,0.653
"ADCY1","ADM2",0,0.455,0.793
"ADCY1","NPW",0,0.426,0.793
"AP2A1","ARRB2",0.613,0.508,0.748
"AP2A1","CAMK2A",0.39,0.415,0.651
"AP2A1","CD22",0.509,0.418,0.568
"AP2A1","CRK",0.557,0.465,0.472
"AP2A1","CSNK2B",0.407,0.417,0.564
"AP2A1","DNM2",0.484,0.596,0.591
"AP2A1","EEF2",0.571,0.369,0.608
"AP2A1","EIF5A",0.396,0.36,0.57
"AP2A1","HLA-DRB1",0.093,0.321,0.756
"AP2A1","PPP3CC",0.448,0.139,0.378
"AP2A1","RAB5B",0.398,0.536,0.726
"AP2A1","RAB5C",0.422,0.483,0.709
"AP2A1","RPN1",0.438,0.15,0.577
"AP2A1","RPS9",0.355,0.377,0.532
"AP2A1","RAB11B",0.367,0.509,0.69
"AP2A1","PIP5K1C",0.353,0.524,0.527
"AP2A1","RPL13A",0.138,0.415,0.478
"AP2A1","BIN2",0.501,0.426,0.539
"AP2A1","EPN3",1,NA,0.542
"AKT1","ARF1",0.527,0.393,0.684
"AKT1","ARRB2",0.38,0.577,0.827
"AKT1","BAD",0.525,0.629,0.472
"AKT1","ZFP36L1",0.374,0.611,0.751
"AKT1","CAMK2A",0.702,0.569,0.713
"AKT1","CRK",0.3,0.55,0.835
"AKT1","CSK",0.646,0.413,0.71
"AKT1","DDOST",0.405,0.334,0.665
"AKT1","EEF2",0.373,0.326,0.751
"AKT1","EGR1",0.354,0.513,0.684
"AKT1","EIF4EBP1",0.266,0.332,0.503
"AKT1","FOXM1",0.328,0.499,1
"AKT1","FLII",0.292,NA,0.692
"AKT1","GATA2",0.282,0.532,0.684
"AKT1","GNAI2",0.46,0.401,0.81
"AKT1","GNB2",0.416,0.24,0.585
"AKT1","GYS1",0.456,0.958,0.475
"AKT1","HRAS",0.487,0.64,0.651
"AKT1","HSPB1",0.507,0.624,0.713
"AKT1","IRF3",0.396,0.471,0.743
"AKT1","ITGA2B",0.406,0.254,0.422
"AKT1","ITGB4",0.283,0.364,0.385
"AKT1","MCL1",0.395,0.495,0.708
"AKT1","MEF2D",0.287,0.338,0.613
"AKT1","MSN",0.386,0.512,0.583
"AKT1","NONO",0.4,0.407,0.64
"AKT1","NPM1",0.415,0.598,0.813
"AKT1","PCBP1",0.34,0.185,0.811
"AKT1","SERPINB5",0.339,1,0.363
"AKT1","PLK1",0.755,0.548,0.719
"AKT1","PPP2R5A",0.463,0.349,0.758
"AKT1","PSMA7",0.494,0.204,0.711
"AKT1","PSMB4",0.39,0.204,0.748
"AKT1","PSMC4",0.39,0.265,0.676
"AKT1","RPL7",0.424,0.31,0.724
"AKT1","RPS2",0.373,0.35,0.75
"AKT1","RPS9",0.295,0.373,0.795
"AKT1","SDHC",0.195,0.266,0.425
"AKT1","SOS1",0.421,0.562,0.625
"AKT1","ST14",0.146,0.249,0.331
"AKT1","STAT3",0.429,0.648,0.843
"AKT1","STAT5A",0.464,0.521,0.607
"AKT1","STK11",0.676,0.598,0.8
"AKT1","TNF",0.468,0.722,0.387
"AKT1","TPM2",0.356,0.19,0.499
"AKT1","TSC2",0.488,0.628,0.662
"AKT1","NCK2",0.278,0.531,0.549
"AKT1","PIAS1",0.413,0.481,0.555
"AKT1","KHSRP",0.329,0.423,0.701
"AKT1","HDAC3",0.392,0.551,0.815
"AKT1","SPHK1",0.528,0.593,0.625
"AKT1","NUDC",0.291,0.138,0.684
"AKT1","PLEKHO1",1,NA,NA
"AKT1","SYTL1",0.284,0.439,0.514
"AKT1","RASL10B",NA,0.256,NA
"AKT1","TUBB",0.385,0.234,0.659
"ALAS2","SARDH",0.103,0.241,0.887
"ALAS2","HBD",0.544,0.4,0.258
"ALAS2","LSS",0.16,0.339,0.341
"ALAS2","MDH2",0.171,0.165,0.794
"ALAS2","NDUFV1",0.184,0.139,0.868
"ALAS2","FIS1",0.463,0.276,0.629
"ALOX5AP","CD53",1,0.268,0.435
"ALOX5AP","CD68",NA,0.208,0.632
"ALOX5AP","HLA-DRB1",0.06,0.277,0.526
"ALOX5AP","PLP2",0.294,0.254,0.819
"ALOX5AP","S100A6",0.335,0.252,0.529
"ALOX5AP","TBXAS1",0.157,0.541,0.898
"ALOX5AP","LST1",NA,0.174,0.588
"ALOX5AP","VAMP8",0.297,0.188,0.496
"AMBP","CD79A",0.48,0.287,0.492
"ANXA5","EEF2",0.358,0.319,0.725
"ANXA5","MSN",0.378,0.367,0.597
"ANXA5","PGK1",0.447,0.304,0.761
"ANXA5","PPIB",0.367,0.182,0.608
"ANXA5","CRTAP",0.202,0.172,0.429
"ANXA11","HLA-DRA",0.439,0.121,0.56
"ANXA11","S100A6",0.692,0.134,0.689
"APLP1","CPE",0.261,0.217,0.526
"APLP1","VGF",NA,0.188,0.338
"ARF1","ASNA1",0.474,0.3,0.578
"ARF1","CKS1B",0.373,0.131,0.284
"ARF1","CSNK2B",0.473,0.4,0.646
"ARF1","CTSL",0.452,0.301,0.434
"ARF1","DDOST",0.428,0.382,0.629
"ARF1","DYNC1H1",0.591,0.472,0.571
"ARF1","EEF1G",0.434,0.236,0.659
"ARF1","EEF2",0.589,0.348,0.684
"ARF1","EIF4A2",0.752,0.145,0.391
"ARF1","EIF5A",0.6,0.333,0.576
"ARF1","FAU",1,NA,NA
"ARF1","GNB1",0.573,0.262,0.676
"ARF1","GNB2",0.573,0.129,0.734
"ARF1","HLA-DRB1",0.086,0.352,0.618
"ARF1","HRAS",0.758,0.402,0.709
"ARF1","MSN",0.469,0.392,0.58
"ARF1","NPM1",0.462,0.44,0.657
"ARF1","PCBP1",0.619,0.195,0.641
"ARF1","PGK1",0.556,0.309,0.593
"ARF1","PLK1",0.499,0.354,0.369
"ARF1","PPIB",0.481,0.233,0.654
"ARF1","PPP3CC",0.463,0.164,0.487
"ARF1","PSMA4",0.522,0.114,0.567
"ARF1","PSMA7",0.514,0.114,0.549
"ARF1","PSMB4",0.522,0.114,0.575
"ARF1","PSMC4",0.593,0.2,0.48
"ARF1","RAB5B",0.701,0.537,0.591
"ARF1","RAB5C",0.753,0.487,0.544
"ARF1","RPL4",0.579,0.286,0.725
"ARF1","RPL8",0.372,0.289,0.56
"ARF1","RPL11",0.552,0.393,0.678
"ARF1","RPL15",0.554,0.289,0.473
"ARF1","RPL18",0.372,0.289,0.625
"ARF1","RPL30",0.579,0.382,0.658
"ARF1","RPL27A",0.579,0.286,0.565
"ARF1","RPL32",0.372,0.289,0.515
"ARF1","RPL36AL",1,NA,0.596
"ARF1","RPL37",0.372,0.286,0.432
"ARF1","RPLP0",0.571,0.418,0.702
"ARF1","RPLP2",0.393,0.286,0.723
"ARF1","RPN1",0.631,0.11,0.582
"ARF1","RPS2",0.544,0.323,0.684
"ARF1","RPS9",0.531,0.334,0.715
"ARF1","RPS23",0.579,0.327,0.553
"ARF1","SURF4",1,0.431,0.57
"ARF1","UQCRC2",0.503,0.273,0.389
"ARF1","RPL14",0.554,0.328,0.592
"ARF1","RAB11B",0.716,0.526,0.554
"ARF1","ARFRP1",0.643,0.487,0.641
"ARF1","RPL35",0.418,0.314,0.514
"ARF1","EXOSC7",0.661,0.21,0.424
"ARF1","PIP5K1C",0.401,0.548,0.565
"ARF1","RPL13A",0.418,0.404,0.658
"ARF1","GSPT2",0.773,0.184,0.385
"ARF1","PYCR2",0.446,0.154,0.268
"ARF1","SEC61A1",0.339,0.338,0.591
"ARF1","VPS28",0.402,0.437,0.712
"ARF1","BET1L",0.244,0.335,0.624
"ARF1","CAB39",0.381,0.402,0.582
"ARF1","PPAN",0.451,0.507,0.295
"ARF1","SMAP1",NA,0.847,NA
"ARF1","TRAPPC5",0.427,0.349,0.456
"ARF1","TUBB",0.48,0.335,0.497
"RHOG","CSK",0.536,0.424,0.743
"RHOG","CYBA",0.441,0.408,0.675
"RHOG","GNAI2",0.759,0.517,0.668
"RHOG","HCK",0.463,0.553,0.623
"RHOG","SOS1",0.517,0.616,0.621
"RHOG","SPI1",0.333,0.475,0.266
"RHOG","STAT3",0.412,0.483,0.573
"RHOG","VAV1",0.48,0.617,0.548
"RHOG","STK24",0.489,0.525,0.591
"RHOG","RHOBTB1",0.911,0.715,0.609
"RHOG","ARHGEF16",0.561,0.694,1
"RHOG","ARHGAP17",0.466,0.633,0.524
"RHOG","ARHGAP9",0.475,0.545,0.633
"RHOG","FGD3",0.435,0.728,0.601
"RHOG","RHOT2",0.911,0.538,0.593
"ARR3","ARRB2",1,NA,0.504
"ARR3","FSHR",1,NA,0.078
"ARR3","CXCR4",1,NA,0.313
"ARRB2","CSK",0.432,0.473,0.812
"ARRB2","DYNC1H1",0.395,0.34,0.531
"ARRB2","EEF2",0.522,0.405,0.729
"ARRB2","HCK",0.556,0.554,0.602
"ARRB2","MYL6",0.464,0.173,0.626
"ARRB2","NONO",0.367,0.416,0.58
"ARRB2","RAB5C",0.43,0.388,0.657
"ARRB2","RANGAP1",0.467,0.214,0.635
"ARRB2","RPL4",0.553,0.348,0.699
"ARRB2","RPL7",0.488,0.367,0.663
"ARRB2","RPL11",0.627,0.531,0.694
"ARRB2","RPL18",0.28,0.354,0.643
"ARRB2","RPLP0",0.511,0.421,0.64
"ARRB2","RPLP2",0.587,0.348,0.627
"ARRB2","CXCR4",0.391,0.569,0.638
"ARRB2","RBM10",0.433,NA,0.524
"ARRB2","RPL14",0.532,0.366,0.645
"ARRB2","NUDC",0.48,0.124,0.712
"ARRB2","RPL35",0.27,0.358,0.646
"ARRB2","ARHGAP17",0.512,0.351,0.775
"ASIP","F11R",0.501,0.204,0.886
"ASL","DDOST",0.494,0.304,0.33
"ASL","GLUD2",0.142,0.606,0.508
"ASL","GNB2",0.493,0.058,0.598
"ASL","PPIB",0.37,0.083,0.383
"ASL","RPL4",0.449,0.443,0.574
"ASL","RPLP2",0.491,0.443,0.646
"ASNA1","CSNK2B",0.367,0.254,0.684
"ASNA1","ECHS1",0.413,0.055,0.407
"ASNA1","EEF1G",0.388,0.102,0.827
"ASNA1","EEF2",0.34,0.228,0.654
"ASNA1","EIF5A",0.305,0.369,0.655
"ASNA1","GNAI2",0.469,0.227,0.646
"ASNA1","GNB1",0.524,0.291,0.534
"ASNA1","GNB2",0.524,0.168,0.529
"ASNA1","GTF2H4",0.453,0.278,0.522
"ASNA1","HINT1",0.325,0.212,0.668
"ASNA1","MARS",0.226,0.238,0.715
"ASNA1","NDUFV1",0.272,0.139,0.415
"ASNA1","NONO",0.277,0.197,0.553
"ASNA1","P2RY11",0,0.271,0.234
"ASNA1","PCBP1",0.321,0.049,0.692
"ASNA1","PFDN1",0.079,NA,NA
"ASNA1","POLR2L",0.347,0.141,0.582
"ASNA1","PPIB",0.316,0.072,0.653
"ASNA1","PSMA4",0.519,0.052,0.666
"ASNA1","PSMA7",0.51,0.052,0.633
"ASNA1","PSMB4",0.519,0.052,0.671
"ASNA1","PSMC4",0.667,0.102,0.493
"ASNA1","RPL4",0.32,0.396,0.712
"ASNA1","RPLP2",0.333,0.396,0.512
"ASNA1","MRPS12",0.32,0.109,0.355
"ASNA1","RPS9",0.263,0.341,0.696
"ASNA1","USP5",0.468,0.078,0.379
"ASNA1","CLPP",0.517,0.048,0.386
"ASNA1","ZBED1",0.276,0.186,0.488
"ASNA1","ATP6V1F",0.754,0.418,0.518
"ASNA1","MPHOSPH6",1,0.17,0.611
"ASNA1","NUDC",0.375,0.024,0.634
"ASNA1","RPL35",0.094,0.376,0.568
"ASNA1","GABARAP",0.351,0.403,0.367
"ASNA1","HSPBP1",0.304,0.095,1
"ASNA1","GSPT2",0.493,0.126,0.298
"ASNA1","TXN2",1,0.049,0.543
"ASNA1","TIMM13",0.335,0.443,0.454
"ASNA1","SEC61A1",0.466,0.705,0.63
"ASNA1","FIS1",0.417,0.331,0.383
"ASNA1","ISYNA1",0.406,0.041,0.474
"ASNA1","PPAN",0.102,0.314,0.518
"ASNA1","EXOSC5",0.478,0.155,0.638
"ASNA1","XAB2",1,0.212,0.516
"ASNA1","LSM2",0.322,0.071,0.517
"ASNA1","MUS81",0.453,0.324,0.553
"ASNA1","YIF1B",NA,0.502,0.556
"ASNA1","KLHDC3",0.363,0.531,0.622
"ASNA1","TRAPPC5",0.379,0.433,0.331
"ASNA1","TUBB",0.272,0.258,0.664
"ATP5G1","ATP5G2",NA,NA,NA
"ATP5G1","COX7C",NA,NA,NA
"ATP5G1","TIMM8A",NA,NA,NA
"ATP5G1","ECHS1",NA,NA,NA
"ATP5G1","EIF5A",NA,NA,NA
"ATP5G1","IDH2",NA,NA,NA
"ATP5G1","MDH2",NA,NA,NA
"ATP5G1","NDUFA3",NA,NA,NA
"ATP5G1","NDUFB7",NA,NA,NA
"ATP5G1","NDUFB10",NA,NA,NA
"ATP5G1","NDUFV1",NA,NA,NA
"ATP5G1","MRPS12",NA,NA,NA
"ATP5G1","SDHC",NA,NA,NA
"ATP5G1","UQCRC2",NA,NA,NA
"ATP5G1","COX7A2L",NA,NA,NA
"ATP5G1","COX5A",NA,NA,NA
"ATP5G1","TXN2",NA,NA,NA
"ATP5G1","TIMM13",NA,NA,NA
"ATP5G1","UQCRQ",NA,NA,NA
"ATP5G1","NDUFB11",NA,NA,NA
"ATP5G1","MRPL16",NA,NA,NA
"ATP5G1","MRPL17",NA,NA,NA
"ATP5G1","MRPS24",NA,NA,NA
"ATP5G1","CHCHD4",NA,NA,NA
"ATP5G2","COX7C",NA,NA,NA
"ATP5G2","EIF5A",NA,NA,NA
"ATP5G2","MDH2",NA,NA,NA
"ATP5G2","NDUFB7",NA,NA,NA
"ATP5G2","NDUFB10",NA,NA,NA
"ATP5G2","NDUFV1",NA,NA,NA
"ATP5G2","MRPS12",NA,NA,NA
"ATP5G2","SDHC",NA,NA,NA
"ATP5G2","UQCRC2",NA,NA,NA
"ATP5G2","RBM10",NA,NA,NA
"ATP5G2","COX7A2L",NA,NA,NA
"ATP5G2","COX5A",NA,NA,NA
"ATP5G2","TIMM13",NA,NA,NA
"ATP5G2","UQCRQ",NA,NA,NA
"ATP5G2","NDUFB11",NA,NA,NA
"ATP5G2","MRPL16",NA,NA,NA
"ATP6AP1","IGF2R",0.137,0.422,0.546
"ATP6AP1","LAMP1",0.436,0.483,0.606
"ATP6AP1","ATP6V1F",0.445,0.604,0.783
"ATP6AP1","NDFIP1",0.199,0.545,0.302
"KIF1A","GIT1",0.454,0.046,0.074
"BAD","BID",0.41,0.682,0.91
"BAD","MCL1",0.363,0.578,0.744
"BAD","PPP3CC",0.373,0.27,0.586
"BAD","HRK",1,0.53,1
"BAD","PIM2",0.381,0.573,0.6
"BAD","BBC3",0.496,0.715,0.703
"BCL3","NFKB2",0.32,0.553,0.771
"BCL3","RELB",0.325,0.569,0.693
"BCL3","STAT3",0.388,0.528,0.768
"BCL3","HDAC3",0.479,0.58,0.719
"BID","CSNK1E",0.412,0.384,0.535
"BID","CSNK2B",0.424,0.395,0.467
"BID","MCL1",0.454,0.645,0.825
"BID","MSN",0.498,0.339,0.325
"BID","RIPK1",0.472,0.607,0.646
"BID","SQSTM1",0.422,0.631,0.379
"BID","BBC3",0.625,0.825,0.586
"ZFP36L1","EXOSC7",0.63,0.368,0.59
"ZFP36L1","EXOSC3",0.566,0.461,0.683
"ZFP36L1","EXOSC5",0.289,0.403,0.683
"BST2","IRF7",0.493,0.603,0.579
"BST2","HARS2",0.8,0.035,0.437
"C8G","LCN1",NA,0.694,0.884
"PTTG1IP","LAMP1",0.693,0.475,0.663
"PTTG1IP","RNF149",0,0.801,1
"CACNA1A","GNB1",0.318,0.391,0.576
"CACNA1A","GNB2",0.318,0.191,0.452
"CACNA1A","GRN",0.352,0.408,0.261
"CACNA1A","PRKCG",0,0.305,0.688
"CACNA1A","CACNA2D4",1,0.385,0.443
"CACNA1A","TUBB2B",0.31,0.227,0.492
"CAMK2A","HRAS",0.391,0.571,0.597
"CAMK2A","ITGA2B",0.483,0.303,0.358
"CAMK2A","MEF2D",0.269,0.268,0.529
"CAMK2A","SRF",0.291,0.459,0.602
"CAMK2A","SYNGAP1",NA,0.477,1
"CAMK2A","SQSTM1",0.72,0.533,0.527
"CAMK2A","CLSTN3",NA,0.331,0.241
"CAMK2A","GIT1",1,0.269,0.431
"CAMK2A","CACNA2D4",0,0.24,0.312
"CD7","CTSL",0,0.317,0.044
"CD7","SPN",0,0.493,0.53
"CD22","CD68",NA,0.687,0.55
"CD22","CD72",0.556,0,0.451
"CD22","CD79A",0.448,0.671,0.631
"CD22","SPN",0.188,0.479,0.698
"CD22","TNFRSF13B",0.4,0.535,1
"ENTPD2","POLR2L",0.296,0.422,0.211
"CD53","GGT1",1,0.201,0.7
"CD53","HLA-DRB1",0.118,0.489,0.618
"CD53","SPN",0.293,0.484,0.62
"CD63","HLA-DRA",1,0.333,0.825
"CD63","IGF2R",1,0.546,0.741
"CD63","LAMP1",1,0.53,0.837
"CD63","MSN",1,0.514,0.553
"CD63","SPARC",1,0.517,0.598
"CD63","SRF",1,0.352,0.252
"CD68","CYBA",NA,1,0.767
"CD68","HLA-DMA",NA,0.429,0.65
"CD68","SPI1",NA,0.41,0.191
"CD68","VWF",NA,0.789,0.326
"CD72","CD79A",0.578,0,0.612
"CD72","HLA-DRB1",0.088,0,0.443
"CD72","SELL",0.349,1,0.872
"CD79A","CSK",0.54,0.537,0.522
"CD79A","SELL",0.375,0.474,0.691
"CD79A","SLAMF1",0.659,0.409,0.457
"CD79A","SOS1",0.478,0.458,0.505
"CD79A","TNFRSF13B",0.597,0.608,1
"CD79A","LAT",0.558,0.571,0.633
"CD79A","FATE1",0.678,0.109,0.355
"CDA","CES2",0.375,0.325,0.561
"CDA","NT5M",0.134,0.516,0.35
"CDC25A","CKS1B",0.487,0.606,0.496
"CDC25A","CSNK1E",0.473,0.506,1
"CDC25A","FOXM1",0.447,0.588,1
"CDC25A","HCFC1",0.333,0.464,0.623
"CDC25A","HRAS",0.465,0.551,0.678
"CDC25A","NPM1",0.342,0.453,0.581
"CDC25A","PLK1",0.485,0.629,0.575
"CDC25A","PSMA4",0.594,0.346,0.702
"CDC25A","PSMA7",0.576,0.346,0.678
"CDC25A","PSMB4",0.594,0.346,0.727
"CDC25A","PSMC4",0.594,0.347,0.609
"CDC25A","RRM2",0.471,0.48,1
"CDC25A","MCM3AP",NA,NA,0.838
"CDC25A","PKMYT1",0.51,0.67,0.752
"CDC25A","NUDC",0.41,0.185,0.964
"CDC25A","PSME4",0.333,0.319,0.758
"CDC25A","PPAN",0.121,0.064,0.563
"CEBPA","DBP",0.625,0.44,1
"CEBPA","GATA2",0.728,0.658,0.827
"CEBPA","SPI1",0.793,0.648,0.846
"CEBPA","PIAS1",0.49,0.543,0.844
"CEBPA","MTA1",0.773,0.465,0.722
"CEBPA","BATF",0.754,0.485,0.827
"CHRNG","RAPSN",0.218,0.483,0.426
"CKS1B","CSNK2B",0.468,0.229,0.42
"CKS1B","DDOST",0.37,0.203,0.403
"CKS1B","DDX11",0.22,0.302,0.488
"CKS1B","EEF1G",0.47,0.17,0.321
"CKS1B","EEF2",0.527,0.313,0.331
"CKS1B","EIF4A2",0.356,0.363,0.221
"CKS1B","EIF5A",0.37,0.207,0.344
"CKS1B","FANCG",0.442,0.178,0.492
"CKS1B","FOXM1",0.478,0.477,1
"CKS1B","FRG1",0.439,0.211,0.53
"CKS1B","GNB1",0.464,0.174,0.294
"CKS1B","GNB2",0.464,0.182,0.165
"CKS1B","GTF2H4",0.288,0.236,0.753
"CKS1B","KIFC1",0.159,0.582,0.377
"CKS1B","MARS",0,0.185,0.33
"CKS1B","NONO",0.33,0.215,0.541
"CKS1B","NPM1",0.483,0.287,0.441
"CKS1B","P2RY11",0,0.215,0.078
"CKS1B","PCBP1",0.385,0.168,0.442
"CKS1B","PCBP2",0.563,0.178,0.376
"CKS1B","PLK1",0.388,0.532,0.41
"CKS1B","POLR2L",0.286,0.242,0.697
"CKS1B","PPIB",0.359,0.182,0.36
"CKS1B","PSMA4",0.423,0.305,0.538
"CKS1B","PSMA7",0.427,0.305,0.514
"CKS1B","PSMB4",0.423,0.305,0.553
"CKS1B","PSMC4",0.423,0.328,0.501
"CKS1B","RAB5B",0.369,0.1,0.271
"CKS1B","RAB5C",0.386,0.115,0.227
"CKS1B","RPL4",0.4,0.244,0.361
"CKS1B","RPL7",0.366,0.203,0.363
"CKS1B","RPL8",0.119,0.252,0.195
"CKS1B","RPL10",0.356,0.249,0.398
"CKS1B","RPL11",0.417,0.259,0.452
"CKS1B","RPL15",0.392,0.252,0.436
"CKS1B","RPL30",0.4,0.196,0.307
"CKS1B","RPL27A",0.4,0.244,0.269
"CKS1B","RPL32",0.119,0.252,0.244
"CKS1B","RPL36AL",1,NA,0.388
"CKS1B","RPLP0",0.367,0.224,0.314
"CKS1B","RPLP2",0.423,0.244,0.214
"CKS1B","MRPS12",0.4,0.284,0.399
"CKS1B","RPN1",0.4,0.339,0.362
"CKS1B","RPS2",0.432,0.312,0.416
"CKS1B","RPS9",0.333,0.278,0.432
"CKS1B","RRM2",0.423,0.564,0.196
"CKS1B","SET",0.68,0.275,0.509
"CKS1B","SH3GL1",0.468,0.205,0.177
"CKS1B","SMARCD3",0.271,0.26,0.629
"CKS1B","SP1",0.289,0.314,0.581
"CKS1B","SURF4",1,0.167,0.246
"CKS1B","TBCA",0.436,0.072,0.365
"CKS1B","UGP2",0.427,0.236,0.358
"CKS1B","UNG",0.356,0.226,0.562
"CKS1B","ZNF35",0.123,0.223,0.34
"CKS1B","HIST1H2AC",0.262,0.173,0.554
"CKS1B","HDAC3",0.389,0.339,0.49
"CKS1B","BAZ1B",0.35,0.283,0.572
"CKS1B","RPL14",0.392,0.208,0.237
"CKS1B","PKMYT1",0.37,0.807,0.462
"CKS1B","ZBED1",0.272,0.472,0.573
"CKS1B","ARPC1B",0.409,0.228,0.227
"CKS1B","PRMT5",0.244,0.316,0.597
"CKS1B","TACC3",1,0.47,0.254
"CKS1B","MYBBP1A",0.131,0.366,0.5
"CKS1B","POLD3",0.423,0.272,0.748
"CKS1B","NUDC",0.448,0.033,0.454
"CKS1B","RPL35",0.126,0.233,0.362
"CKS1B","DNAJC9",0.465,0.288,0.397
"CKS1B","HARS2",0.404,0.267,0.319
"CKS1B","RPL13A",0.126,0.269,0.364
"CKS1B","KPNA6",0.384,0,0.47
"CKS1B","TIMM13",0.097,0.04,0.379
"CKS1B","PYCR2",0.423,0.179,0.343
"CKS1B","SEC61A1",0.357,0.02,0.27
