"symbol1","symbol2","MF","BP","CC"
"ANXA5","MSN",0.291,0.34,0.481
"ANXA5","PGK1",0.361,0.267,0.647
"ANXA5","PPIB",0.271,0.148,0.491
"ANXA5","CRTAP",0.081,0.143,0.347
"ANXA11","HLA-DRA",0.329,0.097,0.501
"ANXA11","S100A6",0.606,0.087,0.587
"APLP1","CPE",0.218,0.193,0.455
"APLP1","VGF",NA,0.175,0.26
"ARF1","ASNA1",0.353,0.279,0.48
"ARF1","CKS1B",0.236,0.107,0.202
"ARF1","CSNK2B",0.349,0.377,0.557
"ARF1","CTSL",0.346,0.273,0.361
"ARF1","DDOST",0.281,0.354,0.545
"ARF1","DYNC1H1",0.478,0.451,0.493
"ARF1","EEF1G",0.272,0.215,0.548
"ARF1","EEF2",0.466,0.316,0.583
"ARF1","EIF4A2",0.639,0.123,0.315
"ARF1","EIF5A",0.488,0.304,0.451
"ARF1","FAU",0.959,NA,NA
"ARF1","GNB1",0.429,0.238,0.605
"ARF1","GNB2",0.429,0.096,0.662
"ARF1","HLA-DRB1",0.035,0.337,0.568
"ARF1","HRAS",0.655,0.375,0.61
"ARF1","MSN",0.343,0.373,0.493
"ARF1","NPM1",0.375,0.417,0.537
"ARF1","PCBP1",0.503,0.161,0.523
"ARF1","PGK1",0.446,0.289,0.506
"ARF1","PLK1",0.384,0.327,0.286
"ARF1","PPIB",0.363,0.214,0.568
"ARF1","PPP3CC",0.314,0.139,0.373
"ARF1","PSMA4",0.364,0.085,0.463
"ARF1","PSMA7",0.356,0.085,0.447
"ARF1","PSMB4",0.364,0.085,0.471
"ARF1","PSMC4",0.441,0.179,0.384
"ARF1","RAB5B",0.591,0.517,0.495
"ARF1","RAB5C",0.64,0.464,0.491
"ARF1","RPL4",0.458,0.258,0.619
"ARF1","RPL8",0.316,0.261,0.471
"ARF1","RPL11",0.441,0.368,0.562
"ARF1","RPL15",0.434,0.261,0.38
"ARF1","RPL18",0.316,0.261,0.535
"ARF1","RPL30",0.458,0.355,0.57
"ARF1","RPL27A",0.458,0.258,0.472
"ARF1","RPL32",0.316,0.261,0.418
"ARF1","RPL36AL",0.657,NA,0.509
"ARF1","RPL37",0.316,0.258,0.353
"ARF1","RPLP0",0.46,0.395,0.601
"ARF1","RPLP2",0.245,0.258,0.638
"ARF1","RPN1",0.499,0.082,0.502
"ARF1","RPS2",0.43,0.298,0.593
"ARF1","RPS9",0.43,0.311,0.605
"ARF1","RPS23",0.458,0.303,0.463
"ARF1","SURF4",0.657,0.405,0.516
"ARF1","UQCRC2",0.347,0.253,0.311
"ARF1","RPL14",0.434,0.303,0.502
"ARF1","RAB11B",0.614,0.508,0.504
"ARF1","ARFRP1",0.494,0.457,0.57
"ARF1","RPL35",0.365,0.289,0.413
"ARF1","EXOSC7",0.544,0.185,0.345
"ARF1","PIP5K1C",0.265,0.534,0.508
"ARF1","RPL13A",0.365,0.381,0.543
"ARF1","GSPT2",0.661,0.164,0.314
"ARF1","PYCR2",0.288,0.13,0.178
"ARF1","SEC61A1",0.206,0.32,0.513
"ARF1","VPS28",0.247,0.416,0.628
"ARF1","BET1L",0.16,0.318,0.552
"ARF1","CAB39",0.249,0.373,0.494
"ARF1","PPAN",0.392,0.501,0.19
"ARF1","SMAP1",NA,0.846,NA
"ARF1","TRAPPC5",0.267,0.333,0.407
"ARF1","TUBB",0.38,0.3,0.398
"RHOG","CSK",0.409,0.388,0.635
"RHOG","CYBA",0.297,0.373,0.616
"RHOG","GNAI2",0.646,0.477,0.566
"RHOG","HCK",0.313,0.528,0.545
"RHOG","SOS1",0.418,0.587,0.503
"RHOG","SPI1",0.238,0.436,0.16
"RHOG","STAT3",0.332,0.453,0.453
"RHOG","VAV1",0.374,0.594,0.463
"RHOG","STK24",0.334,0.49,0.487
"RHOG","RHOBTB1",0.886,0.698,0.484
"RHOG","ARHGEF16",0.462,0.67,0.925
"RHOG","ARHGAP17",0.347,0.608,0.366
"RHOG","ARHGAP9",0.352,0.515,0.53
"RHOG","FGD3",0.392,0.704,0.501
"RHOG","RHOT2",0.791,0.511,0.496
"ARR3","ARRB2",0.657,NA,0.303
"ARR3","FSHR",0.657,NA,0.017
"ARR3","CXCR4",0.657,NA,0.194
"ARRB2","CSK",0.318,0.445,0.666
"ARRB2","DYNC1H1",0.255,0.305,0.429
"ARRB2","EEF2",0.391,0.373,0.607
"ARRB2","HCK",0.448,0.535,0.496
"ARRB2","MYL6",0.341,0.141,0.513
"ARRB2","NONO",0.226,0.386,0.424
"ARRB2","RAB5C",0.279,0.357,0.583
"ARRB2","RANGAP1",0.344,0.182,0.471
"ARRB2","RPL4",0.402,0.309,0.566
"ARRB2","RPL7",0.342,0.328,0.514
"ARRB2","RPL11",0.517,0.507,0.565
"ARRB2","RPL18",0.203,0.315,0.511
"ARRB2","RPLP0",0.369,0.391,0.509
"ARRB2","RPLP2",0.436,0.309,0.523
"ARRB2","CXCR4",0.304,0.55,0.525
"ARRB2","RBM10",0.272,NA,0.362
"ARRB2","RPL14",0.385,0.327,0.533
"ARRB2","NUDC",0.315,0.081,0.544
"ARRB2","RPL35",0.19,0.32,0.521
"ARRB2","ARHGAP17",0.389,0.315,0.57
"ASIP","F11R",0.329,0.144,0.841
"ASL","DDOST",0.336,0.287,0.233
"ASL","GLUD2",0.08,0.595,0.341
"ASL","GNB2",0.324,0.02,0.527
"ASL","PPIB",0.232,0.07,0.305
"ASL","RPL4",0.285,0.432,0.479
"ASL","RPLP2",0.322,0.432,0.591
"ASNA1","CSNK2B",0.243,0.223,0.574
"ASNA1","ECHS1",0.282,0.019,0.301
"ASNA1","EEF1G",0.255,0.068,0.694
"ASNA1","EEF2",0.213,0.191,0.536
"ASNA1","EIF5A",0.187,0.342,0.514
"ASNA1","GNAI2",0.358,0.189,0.534
"ASNA1","GNB1",0.402,0.262,0.444
"ASNA1","GNB2",0.402,0.135,0.432
"ASNA1","GTF2H4",0.357,0.254,0.427
"ASNA1","HINT1",0.276,0.171,0.564
"ASNA1","MARS",0.18,0.215,0.602
"ASNA1","NDUFV1",0.217,0.114,0.299
"ASNA1","NONO",0.164,0.171,0.443
"ASNA1","P2RY11",0,0.241,0.163
"ASNA1","PCBP1",0.195,0.016,0.569
"ASNA1","PFDN1",0.052,NA,NA
"ASNA1","POLR2L",0.241,0.107,0.474
"ASNA1","PPIB",0.2,0.039,0.584
"ASNA1","PSMA4",0.39,0.017,0.541
"ASNA1","PSMA7",0.377,0.017,0.515
"ASNA1","PSMB4",0.39,0.017,0.55
"ASNA1","PSMC4",0.549,0.077,0.388
"ASNA1","RPL4",0.202,0.369,0.614
"ASNA1","RPLP2",0.219,0.369,0.426
"ASNA1","MRPS12",0.202,0.078,0.279
"ASNA1","RPS9",0.163,0.308,0.587
"ASNA1","USP5",0.364,0.043,0.257
"ASNA1","CLPP",0.413,0.016,0.293
"ASNA1","ZBED1",0.182,0.126,0.389
"ASNA1","ATP6V1F",0.656,0.402,0.424
"ASNA1","MPHOSPH6",0.657,0.145,0.513
"ASNA1","NUDC",0.246,0.008,0.471
"ASNA1","RPL35",0.038,0.349,0.471
"ASNA1","GABARAP",0.23,0.383,0.269
"ASNA1","HSPBP1",0.196,0.058,0.67
"ASNA1","GSPT2",0.377,0.094,0.2
"ASNA1","TXN2",0.657,0.016,0.456
"ASNA1","TIMM13",0.286,0.436,0.366
"ASNA1","SEC61A1",0.354,0.701,0.55
"ASNA1","FIS1",0.274,0.307,0.282
"ASNA1","ISYNA1",0.277,0.014,0.3
"ASNA1","PPAN",0.041,0.295,0.39
"ASNA1","EXOSC5",0.352,0.122,0.517
"ASNA1","XAB2",0.657,0.188,0.412
"ASNA1","LSM2",0.2,0.036,0.42
"ASNA1","MUS81",0.351,0.307,0.434
"ASNA1","YIF1B",NA,0.492,0.498
"ASNA1","KLHDC3",0.231,0.523,0.471
"ASNA1","TRAPPC5",0.249,0.42,0.256
"ASNA1","TUBB",0.174,0.225,0.563
"ATP5G1","ATP5G2",NA,NA,NA
"ATP5G1","COX7C",NA,NA,NA
"ATP5G1","TIMM8A",NA,NA,NA
"ATP5G1","ECHS1",NA,NA,NA
"ATP5G1","EIF5A",NA,NA,NA
"ATP5G1","IDH2",NA,NA,NA
"ATP5G1","MDH2",NA,NA,NA
"ATP5G1","NDUFA3",NA,NA,NA
"ATP5G1","NDUFB7",NA,NA,NA
"ATP5G1","NDUFB10",NA,NA,NA
"ATP5G1","NDUFV1",NA,NA,NA
"ATP5G1","MRPS12",NA,NA,NA
"ATP5G1","SDHC",NA,NA,NA
"ATP5G1","UQCRC2",NA,NA,NA
"ATP5G1","COX7A2L",NA,NA,NA
"ATP5G1","COX5A",NA,NA,NA
"ATP5G1","TXN2",NA,NA,NA
"ATP5G1","TIMM13",NA,NA,NA
"ATP5G1","UQCRQ",NA,NA,NA
"ATP5G1","NDUFB11",NA,NA,NA
"ATP5G1","MRPL16",NA,NA,NA
"ATP5G1","MRPL17",NA,NA,NA
"ATP5G1","MRPS24",NA,NA,NA
"ATP5G1","CHCHD4",NA,NA,NA
"ATP5G2","COX7C",NA,NA,NA
"ATP5G2","EIF5A",NA,NA,NA
"ATP5G2","MDH2",NA,NA,NA
"ATP5G2","NDUFB7",NA,NA,NA
"ATP5G2","NDUFB10",NA,NA,NA
"ATP5G2","NDUFV1",NA,NA,NA
"ATP5G2","MRPS12",NA,NA,NA
"ATP5G2","SDHC",NA,NA,NA
"ATP5G2","UQCRC2",NA,NA,NA
"ATP5G2","RBM10",NA,NA,NA
"ATP5G2","COX7A2L",NA,NA,NA
"ATP5G2","COX5A",NA,NA,NA
"ATP5G2","TIMM13",NA,NA,NA
"ATP5G2","UQCRQ",NA,NA,NA
"ATP5G2","NDUFB11",NA,NA,NA
"ATP5G2","MRPL16",NA,NA,NA
"ATP6AP1","IGF2R",0.087,0.387,0.51
"ATP6AP1","LAMP1",0.394,0.464,0.559
"ATP6AP1","ATP6V1F",0.394,0.579,0.745
"ATP6AP1","NDFIP1",0.13,0.53,0.243
"KIF1A","GIT1",0.298,0.015,0.025
"BAD","BID",0.257,0.667,0.863
"BAD","MCL1",0.23,0.56,0.676
"BAD","PPP3CC",0.234,0.236,0.475
"BAD","HRK",0.657,0.51,0.962
"BAD","PIM2",0.238,0.553,0.403
"BAD","BBC3",0.373,0.703,0.639
"BCL3","NFKB2",0.205,0.521,0.651
"BCL3","RELB",0.202,0.54,0.586
"BCL3","STAT3",0.29,0.498,0.645
"BCL3","HDAC3",0.38,0.558,0.599
"BID","CSNK1E",0.26,0.345,0.427
"BID","CSNK2B",0.302,0.365,0.356
"BID","MCL1",0.298,0.633,0.724
"BID","MSN",0.361,0.311,0.236
"BID","RIPK1",0.368,0.589,0.597
"BID","SQSTM1",0.304,0.615,0.287
"BID","BBC3",0.41,0.817,0.532
"ZFP36L1","EXOSC7",0.555,0.342,0.505
"ZFP36L1","EXOSC3",0.481,0.438,0.563
"ZFP36L1","EXOSC5",0.173,0.375,0.563
"BST2","IRF7",0.374,0.585,0.477
"BST2","HARS2",0.716,0.012,0.315
"C8G","LCN1",NA,0.678,0.821
"PTTG1IP","LAMP1",0.455,0.458,0.527
"PTTG1IP","RNF149",0,0.794,0.736
"CACNA1A","GNB1",0.203,0.364,0.46
"CACNA1A","GNB2",0.203,0.146,0.329
"CACNA1A","GRN",0.224,0.351,0.165
"CACNA1A","PRKCG",0,0.271,0.577
"CACNA1A","CACNA2D4",0.999,0.371,0.356
"CACNA1A","TUBB2B",0.199,0.183,0.336
"CAMK2A","HRAS",0.267,0.549,0.462
"CAMK2A","ITGA2B",0.394,0.271,0.291
"CAMK2A","MEF2D",0.188,0.224,0.401
"CAMK2A","SRF",0.222,0.432,0.455
"CAMK2A","SYNGAP1",NA,0.449,0.925
"CAMK2A","SQSTM1",0.658,0.508,0.419
"CAMK2A","CLSTN3",NA,0.306,0.193
"CAMK2A","GIT1",0.657,0.238,0.324
"CAMK2A","CACNA2D4",0,0.22,0.231
"CD7","CTSL",0,0.282,0.01
"CD7","SPN",0,0.452,0.437
"CD22","CD68",NA,0.663,0.467
"CD22","CD72",0.444,0,0.385
"CD22","CD79A",0.288,0.66,0.58
"CD22","SPN",0.119,0.449,0.635
"CD22","TNFRSF13B",0.256,0.513,0.882
"ENTPD2","POLR2L",0.236,0.374,0.117
"CD53","GGT1",0.657,0.149,0.646
"CD53","HLA-DRB1",0.048,0.458,0.577
"CD53","SPN",0.193,0.433,0.565
"CD63","HLA-DRA",0.657,0.306,0.803
"CD63","IGF2R",0.657,0.515,0.709
"CD63","LAMP1",0.657,0.514,0.801
"CD63","MSN",0.657,0.498,0.495
"CD63","SPARC",0.657,0.492,0.566
"CD63","SRF",0.657,0.32,0.174
"CD68","CYBA",NA,0.997,0.679
"CD68","HLA-DMA",NA,0.402,0.534
"CD68","SPI1",NA,0.385,0.129
"CD68","VWF",NA,0.784,0.307
"CD72","CD79A",0.379,0,0.544
"CD72","HLA-DRB1",0.036,0,0.36
"CD72","SELL",0.211,0.983,0.796
"CD79A","CSK",0.426,0.518,0.448
"CD79A","SELL",0.227,0.46,0.635
"CD79A","SLAMF1",0.521,0.387,0.421
"CD79A","SOS1",0.314,0.429,0.422
"CD79A","TNFRSF13B",0.392,0.592,0.882
"CD79A","LAT",0.366,0.547,0.577
"CD79A","FATE1",0.445,0.059,0.309
"CDA","CES2",0.345,0.291,0.495
"CDA","NT5M",0.124,0.497,0.29
"CDC25A","CKS1B",0.386,0.596,0.397
"CDC25A","CSNK1E",0.325,0.479,0.836
"CDC25A","FOXM1",0.356,0.562,0.938
"CDC25A","HCFC1",0.226,0.438,0.517
"CDC25A","HRAS",0.335,0.528,0.511
"CDC25A","NPM1",0.246,0.434,0.485
"CDC25A","PLK1",0.372,0.614,0.479
"CDC25A","PSMA4",0.446,0.321,0.559
"CDC25A","PSMA7",0.428,0.321,0.544
"CDC25A","PSMB4",0.446,0.321,0.588
"CDC25A","PSMC4",0.447,0.322,0.522
"CDC25A","RRM2",0.322,0.469,0.925
"CDC25A","MCM3AP",NA,NA,0.706
"CDC25A","PKMYT1",0.36,0.66,0.64
"CDC25A","NUDC",0.269,0.154,0.811
"CDC25A","PSME4",0.215,0.281,0.649
"CDC25A","PPAN",0.049,0.022,0.414
"CEBPA","DBP",0.58,0.398,0.811
"CEBPA","GATA2",0.645,0.637,0.671
"CEBPA","SPI1",0.721,0.622,0.722
"CEBPA","PIAS1",0.422,0.52,0.722
"CEBPA","MTA1",0.71,0.428,0.571
"CEBPA","BATF",0.658,0.459,0.671
"CHRNG","RAPSN",0.143,0.473,0.354
"CKS1B","CSNK2B",0.339,0.191,0.349
"CKS1B","DDOST",0.243,0.172,0.329
"CKS1B","DDX11",0.128,0.277,0.423
"CKS1B","EEF1G",0.309,0.145,0.216
"CKS1B","EEF2",0.404,0.281,0.255
"CKS1B","EIF4A2",0.227,0.341,0.153
"CKS1B","EIF5A",0.231,0.178,0.265
"CKS1B","FANCG",0.285,0.131,0.425
"CKS1B","FOXM1",0.376,0.451,0.938
"CKS1B","FRG1",0.281,0.164,0.493
"CKS1B","GNB1",0.346,0.111,0.231
"CKS1B","GNB2",0.346,0.117,0.095
"CKS1B","GTF2H4",0.184,0.201,0.717
"CKS1B","KIFC1",0.098,0.566,0.309
"CKS1B","MARS",0,0.152,0.261
"CKS1B","NONO",0.2,0.173,0.488
"CKS1B","NPM1",0.392,0.264,0.374
"CKS1B","P2RY11",0,0.172,0.017
"CKS1B","PCBP1",0.238,0.121,0.375
"CKS1B","PCBP2",0.437,0.139,0.296
"CKS1B","PLK1",0.292,0.518,0.338
"CKS1B","POLR2L",0.183,0.203,0.653
"CKS1B","PPIB",0.248,0.149,0.289
"CKS1B","PSMA4",0.278,0.275,0.465
"CKS1B","PSMA7",0.28,0.275,0.449
"CKS1B","PSMB4",0.278,0.275,0.487
"CKS1B","PSMC4",0.278,0.299,0.46
"CKS1B","RAB5B",0.239,0.065,0.166
"CKS1B","RAB5C",0.249,0.074,0.146
"CKS1B","RPL4",0.255,0.213,0.287
"CKS1B","RPL7",0.225,0.173,0.291
"CKS1B","RPL8",0.048,0.222,0.148
"CKS1B","RPL10",0.227,0.218,0.319
"CKS1B","RPL11",0.302,0.235,0.385
"CKS1B","RPL15",0.251,0.222,0.356
"CKS1B","RPL30",0.255,0.173,0.24
"CKS1B","RPL27A",0.255,0.213,0.203
"CKS1B","RPL32",0.048,0.222,0.196
"CKS1B","RPL36AL",0.657,NA,0.3
"CKS1B","RPLP0",0.231,0.19,0.238
"CKS1B","RPLP2",0.278,0.213,0.162
"CKS1B","MRPS12",0.255,0.25,0.344
"CKS1B","RPN1",0.255,0.302,0.303
"CKS1B","RPS2",0.315,0.287,0.355
"CKS1B","RPS9",0.209,0.248,0.365
"CKS1B","RRM2",0.278,0.554,0.08
"CKS1B","SET",0.576,0.238,0.422
"CKS1B","SH3GL1",0.307,0.139,0.07
"CKS1B","SMARCD3",0.178,0.224,0.587
"CKS1B","SP1",0.189,0.285,0.522
"CKS1B","SURF4",0.657,0.128,0.165
"CKS1B","TBCA",0.278,0.024,0.273
"CKS1B","UGP2",0.28,0.208,0.241
"CKS1B","UNG",0.227,0.192,0.474
"CKS1B","ZNF35",0.049,0.182,0.234
"CKS1B","HIST1H2AC",0.106,0.11,0.472
"CKS1B","HDAC3",0.296,0.311,0.414
"CKS1B","BAZ1B",0.224,0.245,0.516
"CKS1B","RPL14",0.251,0.179,0.174
"CKS1B","PKMYT1",0.243,0.799,0.38
"CKS1B","ZBED1",0.171,0.452,0.512
"CKS1B","ARPC1B",0.268,0.186,0.161
"CKS1B","PRMT5",0.155,0.292,0.529
"CKS1B","TACC3",0.657,0.46,0.155
"CKS1B","MYBBP1A",0.053,0.339,0.424
"CKS1B","POLD3",0.278,0.241,0.702
"CKS1B","NUDC",0.294,0.011,0.362
"CKS1B","RPL35",0.051,0.201,0.311
"CKS1B","DNAJC9",0.305,0.271,0.311
"CKS1B","HARS2",0.259,0.234,0.223
"CKS1B","RPL13A",0.051,0.242,0.301
