"symbol1","symbol2","MF","BP","CC"
"PSMA4","ASNA1",0.652,0,0.748
"PSMA4","DHH",0.737,NA,NA
"PSMA4","ANAPC2",1,0.466,0.687
"PSMA4","PSME4",0.56,0.74,0.894
"PSMA4","OAZ2",0.648,0.438,0.779
"PSMA4","NFKBIB",0.736,0.522,1
"GRN","HK3",0.084,0.569,0.794
"GRN","AKT1",0.595,0.45,0.725
"GRN","ITGA2B",0.809,0.585,0.661
"GRN","IFI30",0.719,0.458,0.786
"GRN","TNF",0.759,0.426,0.606
"CD22","SELL",0.502,0.551,0.724
"CD22","FFAR2",0.556,0.379,0.672
"CD22","CD7",0.624,0.552,0.729
"CD22","TNF",0.605,0.322,0.855
"CD22","CD79A",0.576,0.591,0.694
"CD22","SPN",0.244,0.476,0.794
"CD22","CD72",0.655,0.31,0.672
"CD22","TNFRSF13B",0.567,0.519,1
"PSMC4","NFKB2",0.655,0.461,0.729
"PSMC4","PSMA7",0.811,0.803,0.91
"PSMC4","PPP2R5A",0.615,0.343,0.706
"PSMC4","CDC25A",0.692,0.371,0.789
"PSMC4","PLK1",0.636,0.312,0.625
"PSMC4","UFD1L",NA,NA,NA
"PSMC4","TNF",0.676,0.213,0.567
"PSMC4","RELB",0.649,0.319,0.745
"PSMC4","PSMB4",0.821,0.803,0.888
"PSMC4","DHH",0.737,NA,NA
"PSMC4","ANAPC2",1,0.36,0.685
"PSMC4","PSME4",0.56,0.7,0.863
"PSMC4","OAZ2",0.648,0.341,0.761
"PSMC4","NFKBIB",0.736,0.574,1
"PSMC4","FTSJ3",0.551,0.201,0.612
"PSMC4","LHX2",0.647,0.587,NA
"BCL3","NFKB2",0.668,0.55,0.856
"BCL3","STAT3",0.68,0.521,0.796
"BCL3","AKT1",0.582,0.581,0.854
"BCL3","PLK1",0.641,0.49,0.7
"BCL3","RFXANK",0.484,NA,0.702
"BCL3","TNF",0.685,0.545,0.604
"BCL3","HDAC3",0.661,0.571,0.77
"BCL3","RELB",0.66,0.576,0.783
"PDZD4","LAMA5",0,0.443,NA
"HBQ1","HBZ",1,1,0.8
"HBQ1","ALAS2",0.57,0.117,0.104
"HBQ1","HBE1",0.946,0.8,0.747
"HBQ1","ECHS1",0.46,0.308,0.113
"HBQ1","TH",0.498,0.055,0.157
"HBQ1","HBD",0.946,0.8,0.747
"HBQ1","PAH",0.186,0.194,0.484
"ITGB4","KLC2",0.671,0.183,0.567
"ITGB4","HRAS",0.569,0.412,0.59
"ITGB4","VWF",0.645,0.57,0.504
"ITGB4","CHAD",NA,NA,0.444
"ITGB4","PRKCG",0.247,0.315,0.509
"ITGB4","AKT1",0.546,0.345,0.662
"ITGB4","ITGA2B",0.652,0.373,0.655
"ITGB4","LAMA5",0.501,0.681,0.571
"ITGB4","CRK",0.533,0.429,0.647
"ITGB4","EPPK1",0.393,0.296,0.651
"ITGB4","ACTN4",0.635,0.384,0.701
"ITGB4","COMP",0.555,0.45,0.551
"ITGB4","COL9A3",0.156,0.267,0.468
"PPP1R15A","PPP2R4",NA,NA,NA
"PPP1R15A","PPP2R5A",0.884,0.459,0.817
"PPP1R15A","TSC2",0.735,0.402,0.807
"PPP1R15A","ZNF148",0.589,0.389,0.758
"PPP1R15A","KLF6",0.579,0.376,0.758
"TFAP4","SP1",0.858,0.631,0.84
"TFAP4","TPST2",0.411,0.105,0.611
"TFAP4","SALL2",0.872,0.598,1
"THPO","SPI1",0.426,0.548,0.64
"THPO","ACHE",0.336,0.445,1
"THPO","VWF",0.457,0.316,1
"THPO","GATA2",0.478,0.498,0.689
"THPO","SOS1",0.628,0.499,0.689
"THPO","STAT3",0.453,0.46,0.689
"THPO","PSMA7",0.615,0.339,0.888
"THPO","CSF3R",0.398,0.524,0.599
"THPO","STAT5A",0.561,0.347,0.559
"THPO","IL7R",0.443,0.583,0.599
"THPO","GP9",0.811,0.285,0.599
"THPO","IL6R",0.421,0.493,1
"THPO","CNTFR",0.567,0.559,0.599
"THPO","AKT1",0.418,0.48,0.689
"THPO","ITGA2B",0.691,0.359,0.888
"THPO","CXCR4",0.316,0.482,0.888
"THPO","ZFPM1",0.48,0.463,0.64
"THPO","PF4",0.612,0.514,1
"SEMA4G","OBSCN",0.53,0.324,0.451
"PRRT1","EPPK1",NA,NA,1
"BCL7C","SMARCD3",NA,NA,NA
"BCL7C","VPS37C",NA,NA,NA
"NDUFB7","NDUFB10",1,1,0.934
"NDUFB7","NDUFV1",1,0.99,0.931
"NDUFB7","UQCRC2",0.261,0.699,0.864
"NDUFB7","UQCRQ",0.212,0.792,0.904
"NDUFB7","COX5A",0.438,0.787,0.87
"NDUFB7","NDUFB11",0.261,1,0.962
"NDUFB7","ZNHIT1",0.261,0.228,0.594
"NDUFB7","ACAD9",0.261,0.567,0.853
"NDUFB7","NDUFS7",1,0.8,0.865
"NDUFB7","SDHC",0.438,0.538,0.842
"NDUFB7","COX7C",0.323,0.594,0.907
"NDUFB7","ATP5G1",NA,NA,NA
"NDUFB7","NDUFA3",1,1,0.962
"TIMM13","CAB39",0.289,0.132,0.508
"TIMM13","CHCHD4",0.379,0.234,0.797
"TIMM13","TMPRSS9",NA,NA,NA
"TIMM13","ATP5G1",NA,NA,NA
"TIMM13","TIMM8A",0.596,0.536,0.797
"PDXP","ECE1",0.606,0.15,0.602
"PDXP","SH3GL1",0.593,0.299,0.624
"PDXP","MCL1",0.525,0.155,0.671
"PDXP","AMBP",0.435,0.173,0.565
"PDXP","COMP",0.518,0.142,0.421
"PDXP","TH",0.53,0.112,0.645
"PDXP","PPP2R4",NA,NA,NA
"PDXP","NDP",0.569,0.293,0.353
"PDXP","TYRO3",0.521,0.214,0.654
"PDXP","TNFRSF10C",0.607,0.161,0.566
"JOSD1","TIMM8A",1,0.247,0.607
"NIPSNAP1","B3GAT3",1,0.045,0.626
"NIPSNAP1","CHCHD2",1,0.028,1
"TXN2","EEF2",1,0.003,0.596
"TXN2","GLRX",0.512,0.07,0.613
"TXN2","APEX2",0.204,0,0.779
"TXN2","CLPP",1,0.532,0.766
"TXN2","SEC61A1",1,0,0.542
"TXN2","RPL8",0.712,0.269,0.493
"TXN2","MDH2",0.712,0.249,0.877
"TXN2","TXNRD2",1,0,0.881
"EFS","CRK",0.646,0.521,0.825
"GSS","TXNRD2",0.548,0.445,0.788
"GSS","CNDP2",0.279,1,0.924
"GSS","GLRX",0.18,0.1,1
"GSS","GGT1",0.503,0.586,0.839
"GSS","ALOX5AP",0.478,0.211,0.574
"GSS","GSTM1",0.688,0.325,0.793
"GSS","GCLM",0.331,0.683,0.627
"SRMS","ILKAP",1,NA,0.804
"SRMS","PPP3CC",0.604,0.39,0.764
"SRMS","CD79A",0.706,0.373,0.587
"PQBP1","SF3A2",0.771,0.557,0.7
"PQBP1","PCBP2",0.757,0.722,0.86
"PQBP1","GTF2F1",0.723,0.709,0.778
"PQBP1","POLR2L",0.505,0.6,0.813
"PQBP1","LSM2",0.681,0.448,0.696
"PQBP1","CPSF1",0.684,0.496,0.857
"PQBP1","XAB2",1,0.576,0.7
"PQBP1","CTNNBL1",0.727,0.525,0.776
"PQBP1","PCBP1",0.742,0.578,0.882
"PQBP1","LSM7",0.723,0.448,0.679
"PQBP1","DNM2",0.663,0.518,0.573
"PCSK1N","CPE",0.292,NA,1
"PCSK1N","UTS2R",0.208,NA,0.624
"USP11","MCM3AP",NA,NA,0.926
"USP11","RBM10",0.616,NA,0.878
"USP11","USP5",0.943,1,0.8
"ACP5","CLCN7",0.155,0,0.735
"ACP5","NES",0,0.146,0.622
"ACP5","TNF",0.107,0.073,0.63
"ACP5","CD207",0.155,0.015,0.596
"ACP5","VANGL1",0.302,0.196,NA
"MT4","MT1X",1,0.831,0.935
"MMP15","TNF",0.624,0.309,1
"MMP15","HLA-G",0.627,0.145,1
"TSC2","STK11",0.669,0.587,0.838
"TSC2","HRAS",0.609,0.592,0.838
"TSC2","EIF4EBP1",0.593,0.305,0.782
"TSC2","AKT1",0.651,0.585,0.821
"TSC2","CRTC2",0.637,0.228,0.779
"TSC2","PLK1",0.65,0.59,0.64
"TSC2","EEF2",0.658,0.281,0.768
"TSC2","PI3",0.272,0.156,0.654
"TSC2","CAMKK2",0.336,0.501,0.772
"TSC2","PPP2R4",NA,NA,NA
"TSC2","FKBP1C",NA,NA,NA
"ZP2","ZP3",0.783,0.284,0.858
"ZP2","FGF8",0.353,0.068,1
"ZP2","ALX4",0.455,0,0.762
"MAZ","HRAS",0.663,0.161,NA
"MAZ","AKT1",0.591,0.108,NA
"CSK","GNB1",0.662,0.305,0.867
"CSK","HRAS",0.686,0.436,0.92
"CSK","VWF",0.626,0.334,0.712
"CSK","STAT3",0.659,0.329,0.847
"CSK","HLA-DQA2",0.118,0.509,0.662
"CSK","ARRB2",0.66,0.426,0.919
"CSK","RHOG",0.674,0.412,0.862
"CSK","ILKAP",1,NA,0.839
"CSK","PPP3CC",0.607,0.216,0.789
"CSK","ACTN4",0.615,0.292,0.774
"CSK","AKT1",0.738,0.373,0.899
"CSK","ITGA2B",0.741,0.3,0.773
"CSK","HLA-DRA",0.538,0.4,0.679
"CSK","HCK",0.781,0.467,0.744
"CSK","PPP2R4",NA,NA,NA
"CSK","PLAUR",0.652,0.43,0.679
"CSK","DNM2",0.656,0.352,0.7
"CSK","CD79A",0.723,0.478,0.66
"CSK","PORCN",0.206,0.327,0.712
"CSK","ACTA1",0.589,0.237,0.67
"CSK","HLA-DRB1",0.123,0.394,0.685
"CTSH","BID",0.444,0.4,0.598
"CTSH","HLA-DRB1",0.073,0.317,0.645
"CTSH","HLA-DQA2",0.118,0.4,0.579
"CTSH","HLA-DRA",0.403,0.428,0.652
"PYCRL","PYCR2",NA,NA,NA
"PYCRL","PRODH",NA,NA,NA
"EXOSC5","RPL7",0.674,0.6,0.745
"EXOSC5","RPL27A",0.678,0.439,0.611
"EXOSC5","RPL11",0.602,0.462,0.774
"EXOSC5","RPLP2",0.669,0.439,0.584
"EXOSC5","RPS9",0.579,0.535,0.768
"EXOSC5","RPS2",0.641,0.547,0.721
"EXOSC5","RPL4",0.678,0.439,0.741
"EXOSC5","RPL36AL",1,NA,0.718
"EXOSC5","RPL18",0.477,0.429,0.716
"EXOSC5","RPL15",0.667,0.429,0.703
"EXOSC5","RPL13A",0.494,0.48,0.707
"EXOSC5","MPHOSPH6",1,0.466,0.913
"EXOSC5","RPL41",0.435,0.429,0.546
"EXOSC5","ZFP36L1",0.589,0.318,0.733
"EXOSC5","RPLP0",0.588,0.439,0.704
"EXOSC5","RPL35",0.494,0.498,0.7
"EXOSC5","RPL30",0.678,0.484,0.665
"EXOSC5","RPL14",0.667,0.591,0.588
"EXOSC5","RPL32",0.477,0.429,0.572
"EXOSC5","KHSRP",0.643,0.578,0.881
"EXOSC5","KPNA6",0.576,0,0.706
"EXOSC5","RPL8",0.477,0.429,0.558
"EXOSC5","EXOSC7",0.838,0.827,0.919
"EXOSC5","EXOSC3",0.942,0.902,1
"EXOSC5","RPL10",0.613,0.469,0.729
"EXOSC5","RPL37",0.477,0.439,0.559
"EXOSC5","RPL37A",0.678,0.439,0.687
"PAF1","GTF2F1",0.66,0.619,0.791
"PAF1","POLR2L",0.478,0.582,0.709
"PAF1","CSNK2B",0.733,0.379,0.709
"PAF1","KLC2",0.678,0.108,0.702
"PAF1","KIAA0101",NA,NA,NA
"PAF1","GTF2H4",0.605,0.528,0.679
"PAF1","IFIT2",0.747,0.303,0.695
"RELB","NFKB2",0.885,0.675,0.791
"RELB","PSMB4",0.649,0.242,0.768
"RELB","PSME4",0.571,0.416,0.762
"RELB","PSMA7",0.66,0.242,0.753
"RELB","STAT3",0.834,0.57,0.813
"RELB","TRAF5",0.633,0.602,0.789
"RELB","TNF",0.74,0.494,0.513
"RELB","NFKBIB",0.729,0.623,1
"RELB","AKT1",0.584,0.485,0.909
"RELB","ANXA5",0.559,0.459,0.743
"RELB","DAXX",0.688,0.477,0.805
"RELB","IRF3",0.857,0.67,0.846
"RELB","CORT",0.323,0.37,0.514
"SF3A2","RANGAP1",0.783,0,0.572
"SF3A2","AGPAT1",0.731,0.34,0.457
"SF3A2","LSM2",0.81,0.858,0.782
"SF3A2","PCBP2",0.903,0.576,0.655
"SF3A2","GTF2F1",0.689,0.608,0.667
"SF3A2","POLR2L",0.499,0.577,0.632
"SF3A2","RBM10",0.857,NA,0.66
"SF3A2","EEF2",0.837,0.294,0.666
"SF3A2","CPSF1",0.809,0.75,0.68
"SF3A2","EIF4G3",0.829,0.373,0.332
"SF3A2","XAB2",1,0.774,0.765
"SF3A2","CTNNBL1",0.882,0.699,0.762
"SF3A2","LSM7",0.904,0.858,0.829
"SF3A2","PCBP1",0.861,0.77,0.667
"FSD1","SRF",0.366,0.154,0.562
"FSD1","MYOG",0.388,0.119,0.42
"FSD1","RPS2",0.411,0.166,0.443
"CD79A","SELL",0.584,0.478,0.7
"CD79A","SLC3A2",0.604,0.225,0.736
"CD79A","IL13",1,0.174,0.356
"CD79A","VWF",0.674,0.352,0.353
"CD79A","IL7R",0.592,0.501,0.634
"CD79A","CD7",0.624,0.651,0.706
"CD79A","AKT1",0.633,0.196,0.664
"CD79A","CXCR4",0.482,0.312,0.713
"CD79A","UNG",0.578,0.126,0.475
"CD79A","GGT1",0.584,0.201,0.638
"CD79A","COX5A",0.654,0,0.358
"CD79A","CD68",NA,0.737,0.662
"CD79A","TNF",0.741,0.216,0.769
"CD79A","VAV1",0.655,0.473,0.653
"CD79A","SPN",0.439,0.383,0.647
"CD79A","CD72",0.823,0.166,0.666
"CD79A","HLA-DRB1",0.224,0.413,0.672
"CD79A","TNFRSF13B",0.831,0.578,1
"CD79A","CFP",0.779,0.556,0.341
"CD79A","MGAM",0.504,0.405,0.613
"CD79A","S100A8",0.574,0.318,0.597
"CD79A","AMBP",0.556,0.241,0.642
"CD79A","SOS1",0.699,0.426,0.679
"LIM2","GJA8",NA,0,0.861
"LIM2","FTL",NA,0.006,0.521
"RABAC1","RAB5C",0.715,NA,0.93
"DBP","CEBPA",0.74,0.514,1
"DBP","BATF",0.907,0.214,1
"MLL4","HCFC1",NA,NA,NA
"MLL4","HDAC3",NA,NA,NA
"COMP","TNFRSF10C",0.607,0.455,0.506
"COMP","UNG",0.506,0.132,0.602
"COMP","HINT1",0.356,0.403,0.719
"COMP","TYRO3",0.537,0.449,0.545
"COMP","MICAL1",0.529,0.378,0.561
"COMP","FOXM1",0.592,0.32,0.595
"COMP","ITGA2B",0.606,0.411,0.738
"COMP","NES",0.361,0.338,0.524
"COMP","TH",0.569,0.389,0.52
"COMP","ECE1",0.57,0.296,0.639
"COMP","SH3GL1",0.607,0.53,0.573
"COMP","MCL1",0.542,0.443,0.546
"COMP","COL9A3",0.37,0.502,0.809
"COMP","NDP",0.583,0.484,0.85
"COMP","ZBTB32",0.607,0.343,0.61
"COMP","RAB5C",0.555,0.196,0.68
"COMP","TNIP1",0.585,0.229,0.643
"COMP","AMBP",0.464,0.258,0.851
"HAMP","GDF15",NA,0.384,0.842
"HAMP","STAT3",NA,0.413,0.552
"HAMP","TNF",NA,0.337,0.581
"HAMP","FTL",NA,0.559,0.599
"DLX5","FGF8",0.191,0.632,0.335
"DLX5","MSX1",0.599,0.328,0.723
"DLX5","WNT10B",0.242,0.575,0.335
"MOSPD3","OSBPL1A",NA,NA,NA
"MOSPD3","ISYNA1",NA,NA,NA
"FIS1","RHOT2",0.756,0.645,0.854
"FIS1","DNM2",0.716,0.442,0.58
"FIS1","ZNHIT1",0.746,0.175,0.582
"C8G","LCN1",NA,0.719,0.917
"C8G","VTN",NA,1,0.824
"ACTA2","MYL2",0.681,0.428,0.583
"ACTA2","RASL10B",NA,0.217,NA
"ACTA2","EGR1",0.681,0.464,0.71
"ACTA2","MYL6",0.681,0.425,0.707
"ACTA2","TMSB4X",0.866,0.331,0.807
"ACTA2","PRKCG",0.253,0.361,0.677
"ACTA2","ANXA5",0.788,0.293,0.819
"ACTA2","GSPT2",0.681,0.341,0.56
"ACTA2","RHOG",1,0.415,0.796
"ACTA2","DYNC1H1",0.681,0.158,0.709
"ACTA2","EEF2",1,0.368,0.781
"ACTA2","MYO18B",NA,NA,0.388
"ACTA2","ACTN4",0.681,0.342,0.787
"ACTA2","TNNT2",0.681,0.447,0.525
"ACTA2","HK3",0,0.255,0.695
"ACTA2","RPL14",0.681,0.347,0.731
"ACTA2","RPS23",0.681,0.322,0.675
"ACTA2","CALML5",0.268,0.39,0.755
"ACTA2","ARPC4",0.866,0.256,0.712
"ACTA2","VWF",0.681,0.242,0.648
"ACTA2","OBSCN",0.7,0.305,0.604
"ACTA2","TUBB",0.681,0.346,0.765
"ACTA2","SRF",0.681,0.462,0.71
"ACTA2","DIRAS3",0.681,0.276,NA
"ACTA2","ARPC5",0.681,0.274,0.724
"ACTA2","RPL18",0.393,0.367,0.668
"ACTA2","AKT1",0.866,0.376,0.798
"ACTA2","CDC25A",1,0.298,0.745
"ACTA2","MYL3",0.079,0.438,0.565
"ACTA2","PGK1",0.681,0.354,0.759
"ACTA2","PLK1",1,0.302,0.593
"ACTA2","CALB2",0.268,0.172,0.718
"ACTA2","SMARCD3",0.492,0.467,0.58
"ACTA2","TUBB2B",0.681,0.247,0.69
"ACTA2","TNF",0.681,0.397,0.622
"ACTA2","DIRAS2",0.213,NA,0.76
"ACTA2","DNAH11",0.082,0.137,0.583
"ACTA2","HDAC3",0.866,0.407,0.71
"ACTA2","DNM2",0.866,0.397,0.657
"ACTA2","SP1",0.681,0.58,0.623
"ACTA2","FAU",0.393,NA,NA
"ACTA2","ARPC1B",0.681,0.219,0.672
"ACTA2","MYO1A",NA,0.211,0.63
"ACTA2","RHOBTB1",1,0.285,0.725
"ACTA2","HRAS",0.681,0.495,0.73
"ACTA2","GABARAP",0.681,0.249,0.596
"ACTA2","CABP2",0,0.48,0.573
"ACTA2","TPM2",0.452,0.379,0.542
"ACTA2","ZNHIT1",0.681,0.13,0.607
"WNT3","GBX2",0.486,0.932,NA
"WNT3","DHH",0.72,NA,NA
"WNT3","MSX1",0.439,0.376,0.574
"WNT3","AKT1",0.589,0.453,0.708
"WNT3","TCF7",0.683,0.527,0.558
"WNT3","EVX1",0.486,NA,0.643
"WNT3","PORCN",0,0.388,0.55
"WNT3","WNT10B",0.937,0.761,0.627
"WNT3","WNT11",0.825,0.618,0.75
"WNT3","FGF8",0.433,0.567,1
"PIGL","MSX1",0,0.007,0.694
"PIGL","GYS1",0,0.148,0.755
"VTN","TNF",0.652,0.439,0.679
"VTN","PLAUR",0.674,0.609,0.598
"VTN","SPARC",0.636,0.454,0.694
"VTN","PF4",0.588,0.45,0.703
"VTN","AMBP",0.481,0.466,0.839
"VTN","VWF",0.772,0.588,0.751
"VTN","AKT1",0.561,0.461,0.745
"VTN","ITGA2B",0.742,0.254,0.759
"FRG1","TNNT3",0.619,0.104,0.375
"SPI1","QRSL1",0.543,0.308,0.55
"SPI1","TAL1",0.853,0.67,0.819
"SPI1","GATA2",0.86,0.62,0.929
"SPI1","CSF3R",0.505,0.443,0.55
"SPI1","STAT3",0.82,0.509,0.891
"SPI1","STAT5A",0.741,0.378,0.869
"SPI1","IL7R",0.522,0.485,0.578
"SPI1","SRF",0.81,0.612,0.929
"SPI1","MCM3AP",NA,NA,0.829
"SPI1","IRF2",0.844,0.616,0.789
"SPI1","NDRG2",1,0.436,0.735
"SPI1","CEBPA",0.857,0.654,0.902
"SPI1","IL32",1,0.266,0.653
"SPI1","SDHC",0.206,0.259,0.544
"SPI1","CD53",1,0.448,0.515
"SPI1","PRAM1",0.609,0.207,0.622
"SPI1","NONO",0.824,0.522,0.788
"SPI1","CLPP",0.553,0.331,0.587
"SPI1","HCK",0.568,0.462,0.651
"SPI1","CD68",NA,0.356,0.612
"SPI1","TNF",0.691,0.442,0.518
"SPI1","VAV1",0.664,0.359,0.638
"SPI1","HDAC3",0.594,0.591,0.755
"SPI1","NPM1",0.597,0.487,0.708
"SPI1","ZFPM1",0.885,0.531,0.781
"MYL2","MYL6",0.648,0.646,0.681
"MYL2","TCAP",0.579,0.688,0.76
"MYL2","MYO18B",NA,NA,0.813
"MYL2","PPP3CC",0.533,0.031,0.609
"MYL2","TNNT2",0.597,0.706,0.857
"MYL2","ACTA1",0.675,0.604,0.731
"MYL2","TPM2",0.72,0.57,0.798
"MYL2","OBSCN",0.654,0.302,0.764
"MYL2","MIB2",0.582,0.077,0.67
"MYL2","AKT1",0.536,0.195,0.727
"MYL2","PLK1",0.601,0.172,0.683
"MYL2","MYL3",0.769,0.804,0.872
"MYL2","CAMK2A",0.543,0.152,0.587
"MYL2","TNNI1",1,0.622,0.715
"MYL2","TBX5",0.631,0.484,0.611
"MYL2","TNNI2",0.632,0.66,0.73
"MYL2","TNNT3",0.587,0.715,0.715
"UNC93A","KCNK9",NA,NA,0.952
"UNC93A","KCNK3",NA,NA,0.952
"HARS2","MARS",0.495,0.493,0.772
"HARS2","PEPD",0.642,0.833,0.746
"SPARC","VWF",0.666,0.407,0.797
"SPARC","VEGFB",0.506,0.608,0.804
"SPARC","ACTN4",0.598,0.498,0.788
"SPARC","TMSB4X",0.657,0.418,0.877
"SPARC","STAB1",0.481,0.557,0.56
"SPARC","PF4",0.564,0.408,0.774
"HAND1","SLC25A23",0.601,0.004,0.812
"HAND1","IRX4",1,NA,NA
"IRX4","TBX5",1,NA,NA
"NCK2","TNK2",0.497,0.638,0.716
"NCK2","CRK",0.739,0.653,0.868
"NCK2","EPHB3",0.253,0.526,0.795
"NCK2","GIT1",1,0.381,0.8
"NCK2","ARPC1B",0.605,0.53,0.677
"NCK2","SOS1",0.582,0.672,0.927
"NCK2","FYB",NA,NA,NA
"NCK2","ARPC5",0.605,0.587,0.69
"NDUFS7","UQCRC2",0.531,0.671,0.804
"NDUFS7","RPL11",0.531,0.15,0.523
"NDUFS7","ACAD9",0.406,0.412,0.724
"NDUFS7","NDUFB11",1,1,0.909
"NDUFS7","SDHC",0.387,0.579,0.765
"NDUFS7","ATP5G1",NA,NA,NA
"NDUFS7","NDUFA3",1,0.8,0.909
"NDUFS7","NDUFB10",0.992,0.8,0.916
"NDUFS7","NDUFV1",1,0.829,0.853
"NDUFS7","RHOT2",0.543,0.28,0.665
"COX7A2L","HINT1",NA,0.293,0.632
"COX7A2L","COX5A",NA,0.651,0.761
"COX7A2L","COX7C",NA,0.522,0.826
"GRIN3B","GRIK5",0.545,0.115,0.739
"TPSG1","IL13",0.437,0.61,0.854
"RGS2","PRKCG",0.275,0.314,0.825
"RGS2","TRIM47",0.502,0.44,1
"RGS2","GNAI2",0.584,0.397,0.856
"SELL","CD7",0.624,0.62,0.899
"SELL","AKT1",0.57,0.31,0.751
"SELL","ANXA5",0.567,0.395,0.712
"SELL","ITGA2B",0.592,0.402,0.709
"SELL","CXCR4",0.453,0.448,0.693
"SELL","LAMP1",0.617,0.456,0.779
"SELL","IL6R",0.438,0.422,0.564
"SELL","TNF",0.648,0.336,0.719
"SELL","MSN",0.602,0.456,0.573
"SELL","SPN",0.196,0.66,0.691
"SELL","NTAN1",0,0.231,NA
"SELL","STAT3",0.586,0.304,0.696
"SELL","ELF4",0.563,0.384,0.555
"SELL","IL13",1,0.226,0.507
"SELL","VWF",0.595,0.548,0.58
"SELL","STAT5A",0.573,0.191,0.581
"SELL","IL7R",0.492,0.529,0.864
"GLRX","AKT1",0.167,0.109,0.778
"GLRX","TXNRD2",0.569,0.017,0.788
"GLRX","MARS",0,0.039,0.769
"GLRX","EEF1G",0.253,0.015,0.869
"GLRX","RRM2",0.231,0.093,1
"EGR1","IRF2",0.833,0.537,0.847
"EGR1","IRF7",0.807,0.487,0.942
"EGR1","CDKN1C",0.565,0.435,0.98
"EGR1","SDHC",0.249,0.215,0.615
"EGR1","DAXX",0.559,0.508,0.888
"EGR1","ALOX5AP",0.484,0.124,0.749
"EGR1","BST2",0.636,0.38,0.716
"EGR1","LHX2",1,1,NA
"EGR1","HRAS",0.567,0.511,0.859
"EGR1","PITX1",0.803,0.161,0.915
"EGR1","GDF15",0.583,0.44,0.857
"EGR1","SOCS1",0.521,0.398,0.825
"EGR1","ADAR",0.583,0.382,0.872
"EGR1","IER2",0.719,0.421,1
"EGR1","HSPB1",0.605,0.451,0.794
"EGR1","CAMK2A",0.55,0.391,0.775
"EGR1","NR5A1",0.824,0.47,0.914
"EGR1","TNF",0.72,0.477,0.586
"EGR1","SP1",0.778,0.527,0.785
"EGR1","HLA-G",0.596,0.293,0.617
"EGR1","IRF3",0.793,0.504,0.982
"EGR1","IFIT2",0.655,0.341,0.879
"EGR1","GATA2",0.789,0.435,1
"EGR1","IFITM1",1,0.381,0.738
"EGR1","STAT3",0.786,0.492,0.899
"EGR1","SRF",0.774,0.524,1
"EGR1","AKT1",0.558,0.468,0.893
"PPP3CC","CALB2",0.587,0.048,0.7
"PPP3CC","PLCB2",0.255,0.324,1
"PPP3CC","CALML5",0.377,0.401,0.731
"PPP3CC","PPP2R5A",0.636,0.477,0.785
"PPP3CC","AKT1",0.55,0.187,0.801
"PPP3CC","MYL3",0.21,0,0.609
"PPP3CC","LIMK2",0.643,0.443,0.781
"PPP3CC","PLCB3",0.703,0.248,0.786
"PPP3CC","CAMK2A",0.63,0.198,0.692
"PPP3CC","PIP5K1C",0.406,0.165,0.62
"PPP3CC","HCK",0.584,0.196,0.611
"PPP3CC","BAD",0.589,0.162,0.72
"PPP3CC","KCNIP2",0.458,0.129,0.648
"PPP3CC","PPP2R4",NA,NA,NA
"PPP3CC","MEF2D",0.57,0.178,0.697
"PPP3CC","NFATC4",0.61,0.478,0.677
"PPP3CC","ANAPC2",1,0.137,0.671
"PPP3CC","PPP1R1B",0.459,0.673,0.837
"PPP3CC","EPHB3",0.329,0.145,0.734
