"symbol1","symbol2"
"CSNK2B","PYCR2"
"CSNK2B","VPS28"
"CSNK2B","PAF1"
"CSNK2B","MRPL16"
"CSNK2B","ARHGAP17"
"CSNK2B","PPAN"
"CSNK2B","THOC2"
"CSNK2B","LSM2"
"CSNK2B","PDCL3"
"CSNK2B","MUS81"
"CSNK2B","PCGF6"
"CSNK2B","ZNF598"
"CSNK2B","KLHDC3"
"CSNK2B","FTSJ3"
"CSNK2B","TRAPPC5"
"CSNK2B","TUBB"
"CSNK2B","TSEN54"
"CTF1","IL6R"
"CTF1","SOS1"
"CTF1","STAT3"
"CTSL","GNB1"
"CTSL","HLA-DRB1"
"CTSL","RELB"
"CTSL","IFI30"
"CYBA","HLA-DRB1"
"CYBA","MSN"
"CYBA","PLP2"
"CYBA","VAMP8"
"CYBA","ARPC1B"
"CYP4A11","SMARCD3"
"CYP4A11","PLA2G2F"
"DAXX","HSPB1"
"DAXX","NPM1"
"DAXX","RELB"
"DAXX","SPN"
"DAXX","STAT3"
"DAXX","TP73"
"DAXX","HDAC3"
"DAXX","EXOSC3"
"DBH","PNMT"
"DBH","TH"
"DBP","BATF"
"DDOST","DYNC1H1"
"DDOST","EEF2"
"DDOST","EIF4A2"
"DDOST","EIF5A"
"DDOST","EMD"
"DDOST","GLUD2"
"DDOST","GNAI2"
"DDOST","GNB1"
"DDOST","GNB2"
"DDOST","GTF2H4"
"DDOST","HLA-DRB1"
"DDOST","KIFC1"
"DDOST","MARS"
"DDOST","MDH2"
"DDOST","MYL6"
"DDOST","NONO"
"DDOST","P2RY11"
"DDOST","PCBP1"
"DDOST","PCBP2"
"DDOST","PGK1"
"DDOST","PLP2"
"DDOST","POLR2L"
"DDOST","POR"
"DDOST","PPIB"
"DDOST","PPP2R5A"
"DDOST","PSMA4"
"DDOST","PSMA7"
"DDOST","PSMB4"
"DDOST","PSMC4"
"DDOST","RAB5C"
"DDOST","RANGAP1"
"DDOST","RPL4"
"DDOST","RPL7"
"DDOST","RPL8"
"DDOST","RPL10"
"DDOST","RPL11"
"DDOST","RPL15"
"DDOST","RPL18"
"DDOST","RPL30"
"DDOST","RPL27A"
"DDOST","RPL32"
"DDOST","RPL37"
"DDOST","RPL37A"
"DDOST","RPL41"
"DDOST","RPLP0"
"DDOST","RPLP2"
"DDOST","RPN1"
"DDOST","RPS2"
"DDOST","RPS9"
"DDOST","RPS23"
"DDOST","SH3GL1"
"DDOST","SLC1A5"
"DDOST","SLC3A2"
"DDOST","SMARCD3"
"DDOST","STAT3"
"DDOST","SURF4"
"DDOST","TBCA"
"DDOST","UQCRC2"
"DDOST","SLC39A7"
"DDOST","CLPP"
"DDOST","RBM10"
"DDOST","RFXANK"
"DDOST","RPL14"
"DDOST","ZBED1"
"DDOST","MTA2"
"DDOST","ATP6V1F"
"DDOST","ARPC5"
"DDOST","ARPC1B"
"DDOST","PRMT5"
"DDOST","TUBGCP2"
"DDOST","OS9"
"DDOST","WDR6"
"DDOST","RPL35"
"DDOST","NUP210"
"DDOST","RPL13A"
"DDOST","KPNA6"
"DDOST","HSPBP1"
"DDOST","GSPT2"
"DDOST","DHRS7B"
"DDOST","TIMM13"
"DDOST","CPSF1"
"DDOST","SEC61A1"
"DDOST","GEMIN4"
"DDOST","PPAN"
"DDOST","XAB2"
"DDOST","PLSCR3"
"DDOST","THOC2"
"DDOST","LSM2"
"DDOST","SMAP1"
"DDOST","MRPL17"
"DDOST","SMYD3"
"DDOST","MUS81"
"DDOST","SLC44A4"
"DDOST","ZNF598"
"DDOST","ORMDL3"
"DDOST","FTSJ3"
"DDOST","TRAPPC5"
"DDOST","TUBB"
"DDOST","POLR2J2"
"DDOST","RNF149"
"DDX11","GTF2H4"
"DDX11","INCENP"
"DDX11","KIFC1"
"DDX11","MARS"
"DDX11","NONO"
"DDX11","PLK1"
"DDX11","PSMA4"
"DDX11","PSMC4"
"DDX11","RPL4"
"DDX11","RRM2"
"DDX11","SET"
"DDX11","HDAC3"
"DDX11","PKMYT1"
"DDX11","H2AFY"
"DDX11","MYBBP1A"
"DDX11","POLD3"
"DDX11","NUDC"
"DDX11","RPL35"
"DDX11","DNAJC9"
"DDX11","CPSF1"
"DDX11","EXOSC3"
"DDX11","PPAN"
"DDX11","EXOSC5"
"DDX11","CHTF18"
"DDX11","MUS81"
"DDX11","KLHDC3"
"DDX11","FTSJ3"
"TIMM8A","MARS"
"TIMM8A","MDH2"
"TIMM8A","NDUFB7"
"TIMM8A","NDUFB10"
"TIMM8A","NDUFV1"
"TIMM8A","PSMA4"
"TIMM8A","RPL36AL"
"TIMM8A","RPL37"
"TIMM8A","RPS23"
"TIMM8A","SDHC"
"TIMM8A","SET"
"TIMM8A","SURF4"
"TIMM8A","UQCRC2"
"TIMM8A","RPL14"
"TIMM8A","COX5A"
"TIMM8A","JOSD1"
"TIMM8A","RPL35"
"TIMM8A","TIMM13"
"TIMM8A","UQCRQ"
"TIMM8A","LSM2"
"TIMM8A","MRPL17"
"TIMM8A","CHCHD4"
"DLX5","MSX1"
"DYNC1H1","DNM2"
"DYNC1H1","EEF2"
"DYNC1H1","FLII"
"DYNC1H1","GNAI2"
"DYNC1H1","GNB1"
"DYNC1H1","GNL1"
"DYNC1H1","HLA-DRB1"
"DYNC1H1","KIFC1"
"DYNC1H1","MARS"
"DYNC1H1","MDH2"
"DYNC1H1","PCBP1"
"DYNC1H1","PCNT"
"DYNC1H1","PEPD"
"DYNC1H1","PLK1"
"DYNC1H1","PSMA4"
"DYNC1H1","PSMA7"
"DYNC1H1","PSMB4"
"DYNC1H1","PSMC4"
"DYNC1H1","RPL4"
"DYNC1H1","RPL8"
"DYNC1H1","RPL18"
"DYNC1H1","RPL30"
"DYNC1H1","RPLP0"
"DYNC1H1","RPLP2"
"DYNC1H1","TPM2"
"DYNC1H1","RPL14"
"DYNC1H1","ENTPD4"
"DYNC1H1","PRMT5"
"DYNC1H1","MYBBP1A"
"DYNC1H1","NUDC"
"DYNC1H1","TUBGCP2"
"DYNC1H1","RPL35"
"DYNC1H1","GABARAP"
"DYNC1H1","PSME4"
"DYNC1H1","GSPT2"
"DYNC1H1","TIMM13"
"DYNC1H1","CPSF1"
"DYNC1H1","PYCR2"
"DYNC1H1","DYNC1LI1"
"DYNC1H1","PPAN"
"DYNC1H1","THOC2"
"DYNC1H1","KLC2"
"DYNC1H1","ZNF598"
"DYNC1H1","OSBPL1A"
"DYNC1H1","TRAPPC5"
"DYNC1H1","TUBB"
"DYNC1H1","TUBB2B"
"DNM2","HCK"
"DNM2","PPIB"
"DNM2","RPS2"
"DNM2","SH3GL1"
"DNM2","VAV1"
"DNM2","PSTPIP1"
"DNM2","MPHOSPH6"
"DNM2","KLC2"
"TSC22D3","NFKB2"
"ECE1","IGF2R"
"ECE1","LAMP1"
"ECE1","DNAJC5"
"ECHS1","GSS"
"ECHS1","HINT1"
"ECHS1","IDH2"
"ECHS1","MDH2"
"ECHS1","NDUFB10"
"ECHS1","NDUFV1"
"ECHS1","PGK1"
"ECHS1","RPS2"
"ECHS1","SDHC"
