"symbol1","symbol2"
"MARS","PDCL3"
"MARS","MUS81"
"MARS","ZNF598"
"MARS","FTSJ3"
"MARS","TRAPPC5"
"MARS","TUBB"
"MARS","POLR2J2"
"MCL1","STAT3"
"MCL1","STAT5A"
"MCL1","HRK"
"MCL1","BBC3"
"MDH2","NDUFA3"
"MDH2","NDUFB7"
"MDH2","NDUFB10"
"MDH2","NDUFV1"
"MDH2","PCBP1"
"MDH2","PEPD"
"MDH2","PGK1"
"MDH2","PPIB"
"MDH2","PSMA4"
"MDH2","PSMB4"
"MDH2","PSMC4"
"MDH2","RPL4"
"MDH2","RPLP0"
"MDH2","RPLP2"
"MDH2","MRPS12"
"MDH2","RPS2"
"MDH2","RPS9"
"MDH2","SDHC"
"MDH2","SET"
"MDH2","UGP2"
"MDH2","UQCRC2"
"MDH2","CLPP"
"MDH2","NIPSNAP1"
"MDH2","RPL14"
"MDH2","COX7A2L"
"MDH2","RAB11B"
"MDH2","COX5A"
"MDH2","PRMT5"
"MDH2","NUDC"
"MDH2","RPL35"
"MDH2","PDAP1"
"MDH2","TXN2"
"MDH2","TIMM13"
"MDH2","UQCRQ"
"MDH2","CPSF1"
"MDH2","PYCR2"
"MDH2","FIS1"
"MDH2","CHCHD2"
"MDH2","VPS28"
"MDH2","ISYNA1"
"MDH2","NDUFB11"
"MDH2","MRPL17"
"MDH2","MRPS24"
"MDH2","PDCL3"
"MDH2","CHCHD4"
"MDH2","TUBB"
"MEF2D","MYOG"
"MEF2D","PPP3CC"
"MEF2D","SP1"
"MEF2D","HDAC3"
"MEF2D","PRMT5"
"MFNG","LHX2"
"MSI1","PRMT8"
"MSN","MYL6"
"MSN","NPM1"
"MSN","PGK1"
"MSN","PPIB"
"MSN","RAB5C"
"MSN","RPL4"
"MSN","RPL7"
"MSN","RPL8"
"MSN","RPL11"
"MSN","RPL27A"
"MSN","RPLP2"
"MSN","RPN1"
"MSN","RPS2"
"MSN","RPS9"
"MSN","RPS23"
"MSN","SELL"
"MSN","SET"
"MSN","SPN"
"MSN","STAT3"
"MSN","STAT5A"
"MSN","TMSB4X"
"MSN","CXCR4"
"MSN","STK24"
"MSN","RPL14"
"MSN","SLC9A3R2"
"MSN","ARPC5"
"MSN","ARPC1B"
"MSN","RPL35"
"MSN","FTSJ3"
"MSX1","SP1"
"MSX1","PIAS1"
"MSX1","LHX2"
"MYL2","MYL3"
"MYL2","TNNI1"
"MYL2","TNNI2"
"MYL2","TNNT3"
"MYL2","TPM2"
"MYL2","TCAP"
"MYL3","TNNI1"
"MYL3","TNNI2"
"MYL3","TNNT3"
"MYL3","TPM2"
"MYL3","TCAP"
"MYL6","NPM1"
"MYL6","PCBP1"
"MYL6","PGK1"
"MYL6","PPIB"
"MYL6","RAB5C"
"MYL6","RPL4"
"MYL6","RPL7"
"MYL6","RPL8"
"MYL6","RPL11"
"MYL6","RPL15"
"MYL6","RPL18"
"MYL6","RPL27A"
"MYL6","RPL36AL"
"MYL6","RPLP0"
"MYL6","RPLP2"
"MYL6","RPS2"
"MYL6","RPS9"
"MYL6","RPS23"
"MYL6","TMSB4X"
"MYL6","RBM10"
"MYL6","RPL14"
"MYL6","RAB11B"
"MYL6","ARPC5"
"MYL6","RPL35"
"MYL6","GABARAP"
"MYL6","RPL13A"
"MYL6","TXN2"
"MYL6","SEC61A1"
"MYL6","VPS28"
"MYL6","TUBB"
"MYOG","SP1"
"MYOG","SRF"
"MYOG","TFAP4"
"MYOG","PRMT5"
"MYOG","NES"
"MYOG","CCDC28A"
"MYT1","PLK1"
"MYT1","SIN3B"
"NDUFA3","NDUFB7"
"NDUFA3","NDUFB10"
"NDUFA3","NDUFV1"
"NDUFA3","UQCRC2"
"NDUFA3","COX5A"
"NDUFA3","UQCRQ"
"NDUFA3","FIS1"
"NDUFA3","NDUFB11"
"NDUFA3","NDUFS7"
"NDUFB7","NDUFB10"
"NDUFB7","NDUFV1"
"NDUFB7","PSMB4"
"NDUFB7","MRPS12"
"NDUFB7","SDHC"
"NDUFB7","UQCRC2"
"NDUFB7","CLPP"
"NDUFB7","COX7A2L"
"NDUFB7","COX5A"
"NDUFB7","ZNHIT1"
"NDUFB7","NUDC"
"NDUFB7","TIMM13"
"NDUFB7","UQCRQ"
"NDUFB7","FIS1"
"NDUFB7","CHCHD2"
"NDUFB7","NDUFB11"
"NDUFB7","MRPL17"
"NDUFB7","MRPS24"
"NDUFB7","RHOT2"
"NDUFB7","POLR2J2"
"NDUFB7","NDUFS7"
"NDUFB10","NDUFV1"
"NDUFB10","PSMA7"
"NDUFB10","MRPS12"
"NDUFB10","SDHC"
"NDUFB10","UQCRC2"
"NDUFB10","CLPP"
"NDUFB10","NIPSNAP1"
"NDUFB10","COX7A2L"
"NDUFB10","ATP6V1F"
"NDUFB10","COX5A"
"NDUFB10","ZNHIT1"
"NDUFB10","TXN2"
"NDUFB10","TIMM13"
"NDUFB10","UQCRQ"
"NDUFB10","CHCHD2"
"NDUFB10","NDUFB11"
"NDUFB10","MRPL16"
"NDUFB10","MRPL17"
"NDUFB10","MRPS24"
"NDUFB10","RHOT2"
"NDUFB10","MRPL52"
"NDUFB10","CHCHD4"
"NDUFB10","NDUFS7"
"NDUFV1","PFDN1"
"NDUFV1","PGK1"
"NDUFV1","PSMA4"
"NDUFV1","PSMA7"
"NDUFV1","PSMB4"
"NDUFV1","PSMC4"
"NDUFV1","RPL4"
"NDUFV1","RPL8"
"NDUFV1","RPL18"
"NDUFV1","RPL36AL"
"NDUFV1","RPLP0"
"NDUFV1","MRPS12"
"NDUFV1","SDHC"
"NDUFV1","UGP2"
"NDUFV1","UQCRC2"
"NDUFV1","CLPP"
"NDUFV1","NIPSNAP1"
"NDUFV1","RPL14"
"NDUFV1","COX7A2L"
"NDUFV1","ATP6V1F"
"NDUFV1","COX5A"
"NDUFV1","CCS"
"NDUFV1","NUDC"
"NDUFV1","RPL35"
"NDUFV1","DNAJC9"
"NDUFV1","RPL13A"
"NDUFV1","HSPBP1"
"NDUFV1","TXN2"
"NDUFV1","TIMM13"
"NDUFV1","UQCRQ"
"NDUFV1","ANAPC2"
"NDUFV1","FIS1"
"NDUFV1","CHCHD2"
"NDUFV1","NDUFB11"
"NDUFV1","MRPL16"
"NDUFV1","MRPL17"
"NDUFV1","MRPS24"
"NDUFV1","ALKBH7"
"NDUFV1","RHOT2"
"NDUFV1","CHCHD4"
"NDUFV1","MRPL21"
"NDUFV1","POLR2J2"
"NDUFV1","NDUFS7"
"NFATC4","PPP3CC"
"NFKB2","NFKBIB"
"NFKB2","RELB"
"NFKB2","RPL7"
"NFKB2","RPL11"
"NFKB2","RPL18"
"NFKB2","RPL30"
"NFKB2","RPLP0"
"NFKB2","RPLP2"
"NFKB2","SP1"
"NFKB2","USP2"
"NFKB2","TNIP1"
"NFKB2","MYBBP1A"
"NFKB2","TUBGCP2"
"NFKB2","GEMIN4"
"NFKB2","TUBB"
"NFKBIB","POLR2L"
"NFKBIB","RPL7"
"NFKBIB","RPL11"
"NFKBIB","RPL30"
"NFKBIB","RPLP0"
"NFKBIB","S100A8"
"NFKBIB","RIPK1"
"NFKBIB","CCDC28A"
"NFKBIB","TUBB"
"NQO2","RELB"
"NQO2","DGCR6"
"NQO2","IL32"
"NONO","NPM1"
"NONO","P2RY11"
"NONO","PCBP1"
"NONO","PCBP2"
"NONO","PGK1"
"NONO","PLK1"
"NONO","POLR2L"
"NONO","PPIB"
"NONO","PSMA4"
"NONO","PSMA7"
"NONO","PSMB4"
"NONO","PSMC4"
"NONO","RELB"
"NONO","RPL4"
"NONO","RPL7"
"NONO","RPL8"
"NONO","RPL10"
"NONO","RPL11"
"NONO","RPL15"
"NONO","RPL30"
"NONO","RPL27A"
"NONO","RPL32"
"NONO","RPL37"
"NONO","RPLP0"
"NONO","RPLP2"
"NONO","RPN1"
"NONO","RPS2"
"NONO","RPS9"
"NONO","RPS23"
"NONO","RRM2"
"NONO","SET"
"NONO","SPI1"
"NONO","SURF4"
"NONO","TBCA"
"NONO","TPM2"
"NONO","RBM10"
"NONO","STK24"
"NONO","PIAS1"
"NONO","KHSRP"
"NONO","HDAC3"
"NONO","RPL14"
"NONO","ZBED1"
"NONO","MTA2"
"NONO","ARPC1B"
"NONO","MYBBP1A"
"NONO","NUDC"
"NONO","WDR6"
"NONO","RPL35"
"NONO","EXOSC7"
"NONO","PSME4"
"NONO","SIN3B"
"NONO","USP22"
"NONO","RPL13A"
"NONO","ANAPC2"
"NONO","CPSF1"
"NONO","SEC61A1"
"NONO","GEMIN4"
"NONO","EXOSC3"
"NONO","LSM7"
"NONO","UBE2R2"
"NONO","MRPL16"
"NONO","ARHGAP17"
"NONO","PPAN"
"NONO","EXOSC5"
"NONO","XAB2"
"NONO","THOC2"
"NONO","LSM2"
"NONO","PDCL3"
"NONO","GEMIN7"
"NONO","FTSJ3"
"NONO","TUBB"
"NONO","POLR2J2"
"NONO","TSEN54"
"NPY","CXCR4"
"NPY","RGS14"
"NPY","NPW"
"NPM1","NUMA1"
"NPM1","P2RY11"
"NPM1","PCBP1"
"NPM1","PCBP2"
"NPM1","PLK1"
"NPM1","PLP2"
"NPM1","PSMA4"
"NPM1","PSMA7"
"NPM1","PSMB4"
"NPM1","PSMC4"
"NPM1","RPL4"
"NPM1","RPL7"
"NPM1","RPL8"
"NPM1","RPL10"
"NPM1","RPL11"
"NPM1","RPL15"
"NPM1","RPL18"
"NPM1","RPL30"
"NPM1","RPL27A"
"NPM1","RPL32"
"NPM1","RPL36AL"
"NPM1","RPL37"
"NPM1","RPL37A"
"NPM1","RPL41"
"NPM1","RPLP0"
"NPM1","RPLP2"
"NPM1","RPS2"
"NPM1","RPS9"
"NPM1","RPS23"
"NPM1","SET"
"NPM1","DYRK2"
"NPM1","NIPSNAP1"
"NPM1","PIAS1"
"NPM1","HDAC3"
"NPM1","SQSTM1"
"NPM1","RPL14"
"NPM1","MTA2"
"NPM1","ARPC5"
"NPM1","NPM3"
"NPM1","PRMT5"
"NPM1","MYBBP1A"
"NPM1","NUDC"
"NPM1","RPL35"
"NPM1","PDAP1"
"NPM1","EXOSC7"
"NPM1","NUP210"
"NPM1","DNAJC9"
"NPM1","RPL13A"
"NPM1","PADI4"
"NPM1","CPSF1"
"NPM1","GEMIN4"
"NPM1","EXOSC3"
"NPM1","CTNNBL1"
"NPM1","PPAN"
"NPM1","THOC2"
"NPM1","LSM2"
"NPM1","CENPH"
"NPM1","KCTD17"
"NPM1","OSBPL1A"
"NPM1","FTSJ3"
"NPM1","MRPL52"
"NPM1","CHCHD4"
"NPM1","TUBB"
"P2RY11","PCBP1"
"P2RY11","PCBP2"
"P2RY11","PFDN2"
"P2RY11","PLK1"
"P2RY11","POLR2L"
"P2RY11","PSMA4"
"P2RY11","PSMA7"
"P2RY11","PSMC4"
"P2RY11","RANGAP1"
"P2RY11","RPL4"
"P2RY11","RPL7"
"P2RY11","RPL10"
"P2RY11","RPL11"
"P2RY11","RPL15"
"P2RY11","RPL18"
"P2RY11","RPL30"
"P2RY11","RPL27A"
"P2RY11","RPL32"
"P2RY11","RPL37"
"P2RY11","RPLP0"
"P2RY11","RPLP2"
"P2RY11","RPN1"
"P2RY11","RPS2"
"P2RY11","RPS9"
"P2RY11","RPS23"
"P2RY11","RRM2"
"P2RY11","SH3GL1"
"P2RY11","TBCA"
"P2RY11","HIST1H2AC"
"P2RY11","RPL14"
"P2RY11","POM121"
"P2RY11","PRMT5"
"P2RY11","MYBBP1A"
"P2RY11","TUBGCP2"
"P2RY11","HARS2"
"P2RY11","RPL13A"
"P2RY11","KPNA6"
"P2RY11","GSPT2"
"P2RY11","TIMM13"
"P2RY11","ANAPC2"
"P2RY11","CPSF1"
"P2RY11","PYCR2"
"P2RY11","EXOSC3"
"P2RY11","DPH5"
"P2RY11","PAF1"
"P2RY11","KLHDC4"
"P2RY11","CTNNBL1"
"P2RY11","PRMT8"
"P2RY11","EXOSC5"
"P2RY11","XAB2"
"P2RY11","LSM2"
"P2RY11","MRPL17"
"P2RY11","CHTF18"
"P2RY11","MUS81"
"P2RY11","ZNF598"
"P2RY11","FTSJ3"
"P2RY11","TRAPPC5"
"P2RY11","TUBB"
"P2RY11","POLR2J2"
"PAM","TSC2"
"PCBP1","PCBP2"
"PCBP1","PGK1"
"PCBP1","PLK1"
"PCBP1","POLR2L"
"PCBP1","PPIB"
"PCBP1","PSMA4"
"PCBP1","PSMA7"
"PCBP1","PSMB4"
"PCBP1","PSMC4"
"PCBP1","RAB5C"
"PCBP1","RPL4"
"PCBP1","RPL7"
"PCBP1","RPL8"
"PCBP1","RPL10"
"PCBP1","RPL11"
"PCBP1","RPL15"
"PCBP1","RPL18"
"PCBP1","RPL30"
"PCBP1","RPL27A"
"PCBP1","RPL32"
"PCBP1","RPL36AL"
"PCBP1","RPL37"
"PCBP1","RPLP0"
"PCBP1","RPLP2"
"PCBP1","RPN1"
"PCBP1","RPS2"
"PCBP1","RPS9"
"PCBP1","RPS23"
"PCBP1","RRM2"
"PCBP1","SET"
"PCBP1","SH3GL1"
"PCBP1","SP1"
"PCBP1","STAT3"
"PCBP1","SURF4"
"PCBP1","TBCA"
"PCBP1","UGP2"
"PCBP1","UQCRC2"
"PCBP1","USP5"
"PCBP1","SF3A2"
"PCBP1","CLPP"
"PCBP1","RBM10"
"PCBP1","STK24"
"PCBP1","BAZ1B"
"PCBP1","RPL14"
"PCBP1","ZBED1"
"PCBP1","MTA2"
"PCBP1","ATP6V1F"
"PCBP1","COX5A"
"PCBP1","ARPC5"
"PCBP1","ARPC1B"
"PCBP1","PRMT5"
"PCBP1","MYBBP1A"
"PCBP1","POLD3"
"PCBP1","NUDC"
"PCBP1","TUBGCP2"
"PCBP1","WDR6"
"PCBP1","RPL35"
"PCBP1","DHX30"
"PCBP1","EXOSC7"
"PCBP1","PSME4"
"PCBP1","SIN3B"
"PCBP1","USP22"
"PCBP1","HARS2"
"PCBP1","RPL13A"
"PCBP1","HSPBP1"
"PCBP1","GSPT2"
"PCBP1","TIMM13"
"PCBP1","ANAPC2"
"PCBP1","CPSF1"
"PCBP1","PYCR2"
"PCBP1","EXOSC3"
"PCBP1","VPS28"
"PCBP1","ISYNA1"
"PCBP1","LSM7"
"PCBP1","PCBP3"
"PCBP1","PAF1"
"PCBP1","ARHGAP17"
"PCBP1","PPAN"
"PCBP1","EXOSC5"
"PCBP1","XAB2"
"PCBP1","PLSCR3"
"PCBP1","THOC2"
"PCBP1","LSM2"
"PCBP1","CHTF18"
"PCBP1","PDCL3"
"PCBP1","MUS81"
"PCBP1","REEP4"
"PCBP1","ZNF598"
"PCBP1","FTSJ3"
"PCBP1","TRAPPC5"
"PCBP1","TUBB"
"PCBP1","TSEN54"
"PCBP2","POLR2L"
"PCBP2","PPIB"
"PCBP2","PSMA4"
"PCBP2","PSMA7"
"PCBP2","PSMC4"
"PCBP2","RPL4"
"PCBP2","RPL7"
"PCBP2","RPL8"
"PCBP2","RPL10"
"PCBP2","RPL11"
"PCBP2","RPL15"
"PCBP2","RPL30"
"PCBP2","RPL27A"
"PCBP2","RPL32"
"PCBP2","RPL37A"
"PCBP2","RPLP0"
"PCBP2","RPLP2"
"PCBP2","RPN1"
"PCBP2","RPS2"
"PCBP2","RPS9"
"PCBP2","RRM2"
"PCBP2","SH3GL1"
"PCBP2","SF3A2"
"PCBP2","KHSRP"
"PCBP2","BAZ1B"
"PCBP2","RPL14"
"PCBP2","MTA1"
"PCBP2","MTA2"
"PCBP2","PRMT5"
"PCBP2","MYBBP1A"
"PCBP2","TUBGCP2"
"PCBP2","RPL35"
"PCBP2","SIN3B"
"PCBP2","HARS2"
"PCBP2","RPL13A"
"PCBP2","GSPT2"
"PCBP2","TIMM13"
"PCBP2","ANAPC2"
"PCBP2","CPSF1"
"PCBP2","GEMIN4"
"PCBP2","EXOSC3"
"PCBP2","PPAN"
"PCBP2","EXOSC5"
"PCBP2","XAB2"
"PCBP2","THOC2"
"PCBP2","LSM2"
"PCBP2","MUS81"
"PCBP2","ZNF598"
"PCBP2","FTSJ3"
"PCBP2","TSEN54"
"PCNT","PLK1"
"PCNT","MTA2"
"PCNT","TUBGCP2"
"PCNT","DYNC1LI1"
"PEPD","PPIB"
"PEPD","PSMA4"
"PEPD","PSMC4"
"PEPD","RPLP0"
"PEPD","RPS9"
"PEPD","GSPT2"
"PEPD","TIMM13"
"PEPD","ARHGAP17"
"PEPD","CNDP2"
"PF4","SPARC"
"PF4","TMSB4X"
"PF4","VEGFB"
"PF4","VWF"
"PFDN1","PFDN2"
"PFDN1","PSMA4"
"PFDN1","RPL4"
"PFDN1","RPL7"
"PFDN1","RPL11"
"PFDN1","RPL15"
"PFDN1","RPL18"
"PFDN1","RPL27A"
"PFDN1","RPL32"
"PFDN1","RPL36AL"
"PFDN1","RPL37"
"PFDN1","RPLP0"
"PFDN1","RPLP2"
"PFDN1","RPS23"
"PFDN1","SH3GL1"
"PFDN1","RPL14"
"PFDN1","NUBP2"
"PFDN1","PRMT5"
"PFDN1","RPL35"
"PFDN1","TIMM13"
"PFDN1","GIT1"
"PFDN1","LSM2"
"PFDN1","MRPS24"
"PFDN1","CHCHD4"
"PFDN1","TUBB2B"
"PFDN2","PGK1"
"PFDN2","POLR2L"
"PFDN2","PSMA4"
"PFDN2","PSMA7"
"PFDN2","PSMB4"
"PFDN2","PSMC4"
"PFDN2","RPL4"
"PFDN2","RPL11"
"PFDN2","RPLP2"
"PFDN2","RPS9"
"PFDN2","TBCA"
"PFDN2","ZNHIT1"
"PFDN2","RPL35"
"PFDN2","GSPT2"
"PFDN2","TIMM13"
"PFDN2","PAF1"
"PFDN2","PPAN"
"PFDN2","TUBB"
"PFDN2","TUBB2B"
"PGK1","PPIB"
"PGK1","PSMA4"
"PGK1","PSMA7"
"PGK1","PSMB4"
"PGK1","PSMC4"
"PGK1","RAB5C"
"PGK1","RPL4"
"PGK1","RPL7"
"PGK1","RPL8"
"PGK1","RPL10"
"PGK1","RPL11"
"PGK1","RPL15"
"PGK1","RPL30"
"PGK1","RPL27A"
"PGK1","RPL32"
"PGK1","RPL36AL"
"PGK1","RPLP0"
"PGK1","RPLP2"
"PGK1","RPN1"
"PGK1","RPS2"
"PGK1","RPS9"
"PGK1","RPS23"
"PGK1","UGP2"
"PGK1","UQCRC2"
"PGK1","RPL14"
"PGK1","COX5A"
"PGK1","ENTPD4"
"PGK1","NUDC"
"PGK1","RPL35"
"PGK1","HARS2"
"PGK1","RPL13A"
"PGK1","PYCR2"
"PGK1","MRPL16"
"PGK1","PPAN"
"PGK1","SH3GLB2"
"PGK1","DDA1"
"PGK1","TRAPPC5"
"PGK1","TUBB"
"PGK1","POLR2J2"
"PGK1","TUBB2B"
"PHF1","TFCP2"
"PITX1","ZBTB32"
"PLAUR","PLP2"
"PLAUR","TBCA"
"PLAUR","VTN"
"PLCB2","PLCB3"
"PLCB2","SLC9A3R2"
"PLCB2","PIP5K1C"
"PLCB2","PROK2"
"PLCB3","PRKCG"
"PLCB3","SLC9A3R2"
"PLCB3","PIP5K1C"
"PLCB3","PROK2"
"PLK1","POLR2L"
"PLK1","PPIB"
"PLK1","PSMA4"
"PLK1","PSMA7"
"PLK1","PSMB4"
"PLK1","PSMC4"
"PLK1","RANGAP1"
"PLK1","RPL4"
"PLK1","RPL18"
"PLK1","RPLP2"
"PLK1","RPN1"
"PLK1","RPS9"
"PLK1","RRM2"
"PLK1","SNCB"
"PLK1","TSC2"
"PLK1","HIST1H2AC"
"PLK1","HDAC3"
"PLK1","PKMYT1"
"PLK1","ZBED1"
"PLK1","MTA2"
"PLK1","PRMT5"
"PLK1","TACC3"
"PLK1","MYBBP1A"
"PLK1","POLD3"
"PLK1","NUDC"
"PLK1","TUBGCP2"
"PLK1","PSME4"
"PLK1","KPNA6"
"PLK1","TIMM13"
"PLK1","ANAPC2"
"PLK1","GEMIN4"
"PLK1","DYNC1LI1"
"PLK1","CALML5"
"PLK1","PPAN"
"PLK1","EXOSC5"
"PLK1","XAB2"
"PLK1","CHTF18"
"PLK1","CENPH"
"PLK1","MUS81"
"PLK1","BRSK1"
"PLK1","CNTROB"
"PLK1","TUBB"
"PLK1","HIST1H2AA"
"PLP2","POR"
"PLP2","TBXAS1"
"PLP2","SEC61A1"
"PLP2","TUBB"
"POLR2L","POR"
"POLR2L","PPIB"
"POLR2L","PSMA4"
"POLR2L","PSMA7"
"POLR2L","PSMB4"
"POLR2L","PSMC4"
"POLR2L","RPL4"
"POLR2L","RPL7"
"POLR2L","RPL10"
"POLR2L","RPL11"
"POLR2L","RPL15"
"POLR2L","RPL30"
"POLR2L","RPL27A"
"POLR2L","RPL32"
"POLR2L","RPL36AL"
"POLR2L","RPL37"
"POLR2L","RPL37A"
"POLR2L","RPLP0"
"POLR2L","RPLP2"
"POLR2L","MRPS12"
"POLR2L","RPN1"
"POLR2L","RPS2"
"POLR2L","RPS9"
"POLR2L","RPS23"
"POLR2L","RRM2"
"POLR2L","SMARCD3"
"POLR2L","TBCA"
"POLR2L","SF3A2"
"POLR2L","HIST1H2AC"
"POLR2L","RPL14"
"POLR2L","ATP6V1F"
"POLR2L","ENTPD4"
"POLR2L","ARPC5"
"POLR2L","ARPC1B"
"POLR2L","PRMT5"
"POLR2L","MYBBP1A"
"POLR2L","NUDC"
"POLR2L","RPL35"
"POLR2L","USP22"
"POLR2L","HARS2"
"POLR2L","RPL13A"
"POLR2L","TIMM13"
"POLR2L","ANAPC2"
"POLR2L","CPSF1"
"POLR2L","SEC61A1"
"POLR2L","EXOSC3"
"POLR2L","FIS1"
"POLR2L","LSM7"
"POLR2L","PAF1"
"POLR2L","PPAN"
"POLR2L","EXOSC5"
"POLR2L","XAB2"
"POLR2L","THOC2"
"POLR2L","LSM2"
"POLR2L","UBL5"
"POLR2L","SMAP1"
"POLR2L","MUS81"
"POLR2L","YIF1B"
"POLR2L","FTSJ3"
"POLR2L","TRAPPC5"
"POLR2L","HIST1H2AA"
"POLR2L","POLR2J2"
"POR","PPIB"
"POR","RPL4"
"POR","SURF4"
"POR","SLC39A7"
"POR","ATP6V1F"
"POR","ENTPD4"
"POR","PYCR2"
"POR","SEC61A1"
"POU3F1","POU3F4"
"POU3F4","SIX3"
"PPIB","PSMA4"
"PPIB","PSMA7"
"PPIB","PSMB4"
"PPIB","PSMC4"
"PPIB","RAB5B"
"PPIB","RAB5C"
"PPIB","RANGAP1"
"PPIB","RPL4"
"PPIB","RPL7"
"PPIB","RPL8"
"PPIB","RPL10"
"PPIB","RPL11"
"PPIB","RPL15"
"PPIB","RPL18"
"PPIB","RPL30"
"PPIB","RPL27A"
"PPIB","RPL32"
"PPIB","RPL36AL"
"PPIB","RPL37"
"PPIB","RPL37A"
"PPIB","RPLP0"
"PPIB","RPLP2"
"PPIB","MRPS12"
"PPIB","RPN1"
"PPIB","RPS2"
"PPIB","RPS9"
"PPIB","RPS23"
"PPIB","RRM2"
"PPIB","SET"
"PPIB","SLC3A2"
"PPIB","SMARCD3"
"PPIB","SP1"
"PPIB","STAT3"
"PPIB","STAT5A"
"PPIB","SURF4"
"PPIB","TBCA"
"PPIB","UGP2"
"PPIB","SLC39A7"
"PPIB","STK24"
"PPIB","HDAC3"
"PPIB","RPL14"
"PPIB","ZBED1"
"PPIB","ATP6V1F"
"PPIB","ENTPD4"
"PPIB","ARPC5"
"PPIB","ARPC1B"
"PPIB","TNIP1"
"PPIB","NPM3"
"PPIB","PRMT5"
"PPIB","ZNHIT1"
"PPIB","CRTAP"
"PPIB","MYBBP1A"
"PPIB","RABAC1"
"PPIB","NUDC"
"PPIB","OS9"
"PPIB","RPL35"
"PPIB","GABARAP"
"PPIB","USP22"
"PPIB","HARS2"
"PPIB","RPL13A"
"PPIB","TXN2"
"PPIB","TIMM13"
"PPIB","ANAPC2"
"PPIB","CPSF1"
"PPIB","PYCR2"
"PPIB","SEC61A1"
"PPIB","FIS1"
"PPIB","ISYNA1"
"PPIB","DPH5"
"PPIB","PAF1"
"PPIB","UBE2R2"
"PPIB","ARHGAP17"
"PPIB","QRSL1"
"PPIB","CNDP2"
"PPIB","XAB2"
"PPIB","LSM2"
"PPIB","FKBP10"
"PPIB","MRPL17"
"PPIB","PDCL3"
"PPIB","MUS81"
"PPIB","SLC44A4"
"PPIB","FTSJ3"
"PPIB","TRAPPC5"
"PPIB","TUBB"
"PPIB","MRPL21"
"PPIB","POLR2J2"
"PPP2R5A","PSMA4"
"PPP2R5A","PSMA7"
"PPP2R5A","PSMC4"
"PPP2R5A","RPL7"
"PPP2R5A","RPLP2"
"PPP2R5A","SET"
"PPP2R5A","EIF4G3"
"PPP3CC","RPLP2"
"PPP3CC","GSPT2"
"PPP3CC","BIN2"
"PPP3CC","ARHGAP17"
"PPP3CC","PPAN"
"PPP3CC","PDCL3"
"PPP3CC","PPP1R1B"
"PRKCG","RGS2"
"PRRG2","FATE1"
"PSMA4","PSMA7"
"PSMA4","PSMB4"
"PSMA4","PSMC4"
"PSMA4","RAB5C"
"PSMA4","RANGAP1"
"PSMA4","RPL4"
"PSMA4","RPL7"
"PSMA4","RPL8"
"PSMA4","RPL10"
"PSMA4","RPL11"
"PSMA4","RPL15"
"PSMA4","RPL18"
"PSMA4","RPL30"
"PSMA4","RPL27A"
"PSMA4","RPL32"
"PSMA4","RPL36AL"
"PSMA4","RPL37"
"PSMA4","RPL37A"
"PSMA4","RPLP0"
"PSMA4","RPLP2"
"PSMA4","RPN1"
"PSMA4","RPS2"
"PSMA4","RPS9"
"PSMA4","RPS23"
"PSMA4","RRM2"
"PSMA4","SET"
"PSMA4","SH3GL1"
"PSMA4","SURF4"
"PSMA4","TBCA"
"PSMA4","UBE2V1"
"PSMA4","UGP2"
"PSMA4","UQCRC2"
"PSMA4","ZNF35"
"PSMA4","CLPP"
"PSMA4","RBM10"
"PSMA4","HIST1H2AC"
"PSMA4","STK24"
"PSMA4","EIF4G3"
"PSMA4","HDAC3"
"PSMA4","RPL14"
"PSMA4","PKMYT1"
"PSMA4","ZBED1"
"PSMA4","MTA2"
"PSMA4","ATP6V1F"
"PSMA4","COX5A"
"PSMA4","ARPC5"
"PSMA4","ARPC1B"
"PSMA4","NUBP2"
"PSMA4","NPM3"
"PSMA4","PRMT5"
"PSMA4","ZNHIT1"
"PSMA4","MYBBP1A"
"PSMA4","NUDC"
"PSMA4","TUBGCP2"
"PSMA4","RPL35"
"PSMA4","PDAP1"
"PSMA4","GABARAP"
"PSMA4","EXOSC7"
"PSMA4","PSME4"
"PSMA4","DNAJC9"
"PSMA4","SIN3B"
"PSMA4","USP22"
"PSMA4","HARS2"
"PSMA4","RPL13A"
"PSMA4","KPNA6"
"PSMA4","HSPBP1"
"PSMA4","GSPT2"
"PSMA4","TXN2"
"PSMA4","DHRS7B"
"PSMA4","TIMM13"
"PSMA4","ANAPC2"
"PSMA4","CPSF1"
"PSMA4","PYCR2"
"PSMA4","SEC61A1"
"PSMA4","GEMIN4"
"PSMA4","EXOSC3"
"PSMA4","FIS1"
"PSMA4","VPS28"
"PSMA4","CAB39"
"PSMA4","PAF1"
"PSMA4","MRPL16"
"PSMA4","CTNNBL1"
"PSMA4","PRMT8"
"PSMA4","PPAN"
"PSMA4","SH3GLB2"
"PSMA4","EXOSC5"
"PSMA4","XAB2"
"PSMA4","PLSCR3"
"PSMA4","THOC2"
"PSMA4","LSM2"
"PSMA4","UBL5"
"PSMA4","SMAP1"
"PSMA4","MRPL17"
"PSMA4","CHTF18"
"PSMA4","SMYD3"
"PSMA4","PDCL3"
"PSMA4","MUS81"
"PSMA4","SLC44A4"
"PSMA4","RHOT2"
"PSMA4","YIF1B"
"PSMA4","ZNF598"
"PSMA4","KLHDC3"
"PSMA4","FTSJ3"
"PSMA4","TRAPPC5"
