"entrez1","entrez2"
"435","56606"
"435","23464"
"435","79639"
"439","6203"
"439","342510"
"439","3802"
"439","64174"
"439","5252"
"439","10589"
"439","5184"
"439","283149"
"439","51411"
"516","283989"
"9296","1271"
"9296","6134"
"9296","64946"
"9296","8635"
"127002","4037"
"127002","5329"
"127002","94103"
"127002","7127"
"127002","6171"
"127002","23464"
"127002","79639"
"127002","10101"
"127002","4723"
"127002","773"
"127002","1454"
"127002","9556"
"127002","5333"
"56970","8819"
"563","56904"
"563","2896"
"26229","116154"
"26229","2901"
"572","8824"
"572","23234"
"572","81888"
"572","6836"
"572","5333"
"572","30815"
"80115","25828"
"80115","2730"
"80115","10401"
"80115","51143"
"80115","26998"
"80115","337963"
"80115","6510"
"80115","2049"
"80115","23309"
"80115","80331"
"80115","4723"
"80115","4018"
"80115","4634"
"80115","25901"
"56751","6614"
"56751","8214"
"10538","3802"
"10538","51247"
"10538","53940"
"10538","6667"
"10538","1271"
"10538","26470"
"10538","9230"
"9031","2937"
"27113","51247"
"27113","57152"
"27113","6836"
"27113","5905"
"27113","637"
"9274","7480"
"9274","79031"
"283149","342510"
"283149","3802"
"283149","5252"
"283149","51411"
"283149","26998"
"283149","9454"
"283149","6203"
"283149","64174"
"283149","26470"
"51272","9929"
"637","84106"
"637","51247"
"637","2132"
"637","5066"
"637","5905"
"637","25798"
"637","79586"
"637","80895"
"51411","9454"
"51411","6203"
"51411","3483"
"51411","3802"
"51411","10589"
"51411","9087"
"51411","342510"
"388552","2896"
"388552","140680"
"388552","57152"
"333","7249"
"333","1412"
"333","3982"
"25798","1489"
"25798","1260"
"25798","2132"
"25798","23293"
"25798","64061"
"84446","50489"
"9556","1089"
"9556","2253"
"9556","963"
"9556","1101"
"9556","5447"
"9556","4723"
"9556","80148"
"9556","973"
"9556","56341"
"9556","391723"
"9556","284383"
"9556","64755"
"9556","84106"
"146723","342510"
"338761","5650"
"338761","23645"
"114900","7423"
"114900","55152"
"114900","140680"
"114900","9592"
"114900","56953"
"114900","5329"
"114900","25901"
"114900","221937"
"114900","1101"
"114900","54769"
"128864","1785"
"128864","3221"
"733","9454"
"733","342510"
"733","5409"
"733","3916"
"375759","6166"
"375759","3054"
"375759","23309"
"51719","6181"
"51719","116840"
"51719","1101"
"129790","2678"
"129790","92799"
"129790","4640"
"773","3868"
"773","4723"
"773","30815"
"773","8912"
"8912","3674"
"8912","3868"
"8912","8651"
"8912","64837"
"8912","55040"
"8912","284383"
"8912","5869"
"8912","79180"
"8912","1271"
"8912","51024"
"8912","924"
"8912","4723"
"8912","80895"
"93589","6768"
"93589","79760"
"93589","10346"
"794","6667"
"794","374739"
"794","5409"
"794","26517"
"794","50628"
"794","9112"
"51806","4018"
"51806","3916"
"51806","4054"
"51806","84695"
"51806","6203"
"51806","1271"
"51806","5582"
"51806","3265"
"51806","94103"
"51806","1101"
"51806","57605"
"51806","54769"
"51806","6134"
"10645","11054"
"23125","79760"
"347732","5582"
"64755","25828"
"25901","54948"
"25901","2771"
"25901","4634"
"25901","4637"
"25901","25828"
"25901","337963"
"25901","1101"
"25901","54769"
"25901","6688"
"25901","57053"
"25901","30815"
"25901","114822"
"25901","23309"
"25901","80331"
"25901","219981"
"25901","114757"
"25901","10401"
"124808","2794"
"9973","6134"
"9973","84695"
"342510","10084"
"342510","11054"
"342510","10612"
"342510","4656"
"342510","9454"
"342510","6203"
"342510","3483"
"342510","6667"
"342510","968"
"342510","6166"
"342510","57152"
"342510","2678"
"342510","9087"
"342510","10514"
"342510","64174"
"342510","25782"
"342510","3054"
"342510","1375"
"342510","3802"
"342510","5252"
"342510","5184"
"342510","10589"
"342510","122704"
"342510","9230"
"963","57595"
"963","4791"
"963","2000"
"963","9514"
"963","1117"
"963","6283"
"963","64951"
"968","10612"
"968","1163"
"968","64174"
"968","3802"
"968","10589"
"924","3868"
"924","284383"
"924","8651"
"924","5869"
"924","1271"
"924","51024"
"924","80895"
"971","80760"
"993","1101"
"993","4835"
"993","131583"
"993","4791"
"993","56915"
"993","2000"
"993","200081"
"993","57715"
"993","933"
"993","2624"
"993","2843"
"993","96626"
"993","9415"
"993","23309"
"993","10101"
"993","3916"
"993","2563"
"64403","23495"
"64403","6171"
"1028","7480"
"1028","23416"
"1089","1382"
"1089","25828"
"1089","4209"
"1050","8651"
"1050","5116"
"1050","440387"
"64946","5441"
"64946","9746"
"64946","9121"
"8824","2782"
"8824","6184"
"8824","8819"
"8824","50628"
"8824","11054"
"8824","5266"
"8824","4054"
"8824","3482"
"8824","5202"
"8824","2253"
"8824","220001"
"8824","6693"
"8824","1892"
"8824","94103"
"8824","5201"
"8824","54769"
"8824","4947"
"5199","7360"
"5199","5441"
"5199","5913"
"5199","79187"
"50937","128372"
"50937","5230"
"50937","1412"
"1101","4637"
"1101","9886"
"1101","6916"
"1101","51247"
"1101","79734"
"1101","2981"
"1101","10956"
"1101","84695"
"1101","933"
"1101","3985"
"1101","79180"
"1101","4818"
"1101","4018"
"1101","4634"
"1101","84069"
"1101","2219"
"1101","3868"
"1101","256364"
"1101","5347"
"1101","1258"
"1101","25828"
"1101","119749"
"1101","3916"
"1101","23309"
"1101","80331"
"1101","50626"
"1101","80198"
"1101","10235"
"1101","2624"
"1101","9415"
"1101","1316"
"1101","200030"
"1101","10401"
"1101","4359"
"1101","3834"
"1101","54769"
"1101","57053"
"1101","57187"
"1101","3054"
"1101","10101"
"51142","168537"
"51142","8819"
"55349","7127"
"55349","123803"
"1117","7374"
"57053","10401"
"57053","114876"
"57053","80331"
"79586","51247"
"79586","8993"
"79586","84695"
"79586","51181"
"79586","1454"
"79586","5066"
"79586","260429"
"79586","80895"
"1163","26470"
"1163","51379"
"1163","5650"
"1186","4037"
"9074","1460"
"9074","6181"
"8192","3151"
"9746","5447"
"9746","5582"
"9746","79187"
"146225","7374"
"146225","64598"
"55748","219981"
"55748","1454"
"1260","1489"
"1260","64061"
"1271","84283"
"1271","8651"
"1271","1938"
"1271","56341"
"1271","84069"
"1271","6496"
"1271","391723"
"1271","91355"
"1271","51247"
"1271","9487"
"1271","3619"
"1271","80736"
"1271","79668"
"1271","8045"
"1271","1937"
"1271","5456"
"1271","3050"
"1271","8448"
"1271","80128"
"1271","1974"
"1271","83742"
"1271","9112"
"1271","5650"
"1271","8635"
"1271","6203"
"1271","54020"
"1271","25823"
"1271","50805"
"1271","1312"
"1271","1663"
"1271","6402"
"1271","7379"
"1271","56606"
"1271","10567"
"1271","1325"
"1271","1945"
"1271","51611"
"1271","11180"
"1271","10419"
"1271","6455"
"1271","84108"
"1271","7584"
"1271","25828"
"1271","6134"
"1271","9886"
"1271","56342"
"1271","5479"
"1271","1889"
"1271","5582"
"1271","146852"
"1258","4018"
"1258","84069"
"1258","7473"
"1258","2783"
"1258","30815"
"116840","79760"
"116840","6181"
"1299","1938"
"149951","283248"
"149951","56342"
"149951","7385"
"149951","4716"
"149951","5184"
"1312","8448"
"1312","50626"
"1312","51611"
"1312","10318"
"1312","10419"
"1312","8741"
"1312","6134"
"1325","1938"
"1325","7379"
"1325","1778"
"9377","2937"
"9167","1938"
"9167","50626"
"29894","92799"
"29894","114881"
"29894","4191"
"29894","56953"
"1375","6203"
"1375","64174"
"1382","3777"
"1382","6187"
"1398","151636"
"1398","3265"
"1398","4501"
"1398","1663"
"1398","3777"
"1398","56606"
"51379","6667"
"51379","9230"
"200186","79413"
"1412","2219"
"1412","3916"
"1412","84695"
"1412","6203"
"1441","9235"
"1441","337967"
"1441","10314"
"1441","54769"
"1445","83759"
"1454","25828"
"1454","9355"
"1454","7127"
"1454","6510"
"1454","7335"
"1454","84695"
"1454","5329"
"1460","4054"
"1460","124997"
"1460","6134"
"1489","56341"
"1489","51247"
"1489","50628"
"1489","50805"
"1489","10567"
"1489","64061"
"1489","113746"
"56259","9717"
"56259","2730"
"440387","6203"
"440387","89941"
"440387","10419"
"440387","8635"
"1512","5650"
"7852","9454"
"7852","23198"
"1535","5650"
"114757","4018"
"114757","4634"
"114757","6134"
"114757","2783"
"114757","79734"
"114757","80331"
"50626","3221"
"50626","5456"
"50626","1892"
"50626","7379"
"50626","2132"
"50626","5913"
"50626","2896"
"50626","57187"
"50626","6132"
"50626","4637"
"50626","8433"
"50626","9886"
"50626","10956"
"10858","2624"
"1579","337963"
"1579","4018"
"1579","79734"
"1579","2783"
"55152","63875"
"1616","6283"
"1616","4170"
"51181","7335"
"51181","283869"
"4921","9717"
"1663","25828"
"1663","6134"
"1663","3777"
"1663","56606"
"1650","5196"
"933","6916"
"933","2219"
"933","9717"
"933","284383"
"933","5066"
"933","3054"
"933","3916"
"933","2563"
"933","79180"
"933","2624"
"933","10235"
"25979","113746"
"25979","7481"
"25979","6775"
"25979","391723"
"25979","6496"
"25979","91355"
"25979","23082"
"25979","8190"
"54769","10314"
"54769","6134"
"54769","4637"
"54769","26998"
"54769","23309"
"54769","9112"
"54769","11277"
"54769","30815"
"54769","1757"
"54769","4018"
"54769","3265"
"54769","3674"
"54769","6283"
"54769","9235"
"54769","5453"
"54769","285368"
"54769","4745"
"54769","337967"
"54769","10401"
"54769","5333"
"54769","5326"
"54769","3834"
"54769","374739"
"54769","25828"
"9229","5184"
"80331","54948"
"80331","4018"
"80331","4634"
"80331","4637"
"80331","10401"
"80331","26998"
"80331","337963"
"80331","23309"
"80331","30815"
"23234","6496"
"23234","80128"
"23234","9886"
"29947","114815"
"29947","7067"
"29947","79668"
"8448","6134"
"8448","10419"
"64174","6203"
"64174","3483"
"64174","9087"
"64174","3802"
"64174","11054"
"64174","5409"
"64174","5252"
"64174","10612"
"64174","10589"
"51611","7584"
"51611","113746"
"51611","25823"
"51611","56341"
"51611","3619"
"51611","5479"
"51611","11333"
"10589","3802"
"10589","9087"
"10589","10612"
"54935","2901"
"54935","5456"
"1778","7360"
"1778","5582"
"1778","5913"
"1778","5441"
"1778","5230"
"51143","4841"
"51143","10401"
"8445","7922"
"8445","114881"
"1892","6184"
"1892","50628"
"1892","4054"
"1892","3482"
"1892","5202"
"1892","220001"
"1892","6693"
"1892","5201"
"1937","3834"
"1937","51247"
"1937","2220"
"1937","146852"
"1938","2745"
"1938","6134"
"1938","4037"
"1938","4501"
"1938","29920"
"79180","6581"
"79180","3985"
"79180","4818"
"79180","57152"
"79180","2624"
"79180","30815"
"79180","51247"
"79180","284383"
"1945","9121"
"1945","5582"
"1945","391723"
"1945","6134"
"10278","4501"
"10278","286530"
"1958","4141"
"1958","2189"
"56971","353139"
"56971","5409"
"1974","142678"
"1974","56341"
"1974","391723"
"1974","4637"
"1974","84108"
"1974","8045"
"1974","10956"
"1974","5971"
"1974","6203"
"1974","7379"
"1974","6187"
"1974","5447"
"1978","2896"
"8672","2563"
"8672","167127"
"1984","54020"
"1984","84108"
"2000","2624"
"2000","4835"
"2000","10101"
"2000","23309"
"2000","2563"
"256364","30815"
"151636","3777"
"9583","23430"
"2049","2896"
"2049","9099"
"2049","10200"
"2049","2843"
"55040","3868"
"51010","6227"
"51010","6228"
"56915","131583"
"56915","9415"
"56915","57715"
"56915","3916"
"56915","10101"
"23016","6166"
"23016","122704"
"50848","2997"
"9415","131583"
"9415","57715"
"9415","3916"
"9415","10101"
"131474","5201"
"11314","51247"
"11314","6166"
"11314","57348"
"131583","9514"
"131583","2624"
"131583","23309"
"131583","57715"
"131583","3916"
"131583","10101"
"131583","84695"
"2189","94103"
"2189","9886"
"10922","6688"
"2219","25828"
"2219","9886"
"2219","2624"
"2220","146852"
"2220","51247"
"2220","3834"
"222894","116444"
"222894","3933"
"26998","6667"
"26998","4018"
"26998","10401"
"2867","10505"
"51024","3868"
"51024","4637"
"51024","80346"
"51024","8334"
"51024","6794"
"60681","50628"
"642489","2783"
"642489","11224"
"2314","2782"
"2314","4656"
"2314","6203"
"8928","5201"
"8928","4018"
"8928","201292"
"221937","6203"
"221937","2745"
"221937","4501"
"2305","9886"
"2305","201292"
"2305","5201"
"2483","6667"
"2483","5650"
"79187","5913"
"79187","7360"
"79187","347733"
"79187","5441"
"2492","2783"
"2492","79734"
"53940","3802"
"53940","64754"
"486","4047"
"486","56108"
"486","3221"
"53822","57152"
"2563","4835"
"2563","200081"
"2563","27040"
"2563","23309"
"2563","2624"
"2563","4791"
"2563","10101"
"9514","9091"
"9514","3315"
"9514","4242"
"9514","84695"
"9514","353139"
"9514","54210"
"2624","25828"
"2624","8739"
"2624","96626"
"2624","2794"
"2624","6916"
"2624","4835"
"2624","3916"
"2624","10505"
"2624","23309"
"2624","7940"
"2624","10235"
"2624","8972"
"2624","3054"
"2624","10101"
"23464","5333"
"23464","79639"
"23464","9087"
"23464","4723"
"2730","2843"
"2730","3933"
"2730","116444"
"9518","6297"
"50628","6667"
"50628","3482"
"50628","5202"
"50628","6693"
"50628","220001"
"50628","6184"
"50628","2132"
"50628","64754"
"50628","5201"
"50628","4054"
"79760","10346"
"79760","80148"
"2678","55901"
"2678","9592"
"2678","10084"
"2678","25782"
"2678","6166"
"2678","4869"
"2678","10514"
"2678","122704"
"2678","3054"
"2678","4141"
"2678","4656"
"168537","23264"
"168537","8819"
"28964","79734"
"28964","2783"
"2745","283248"
"2747","9487"
"2782","3359"
"2782","8651"
"2782","29920"
"2782","5202"
"2782","337967"
"2782","60675"
"2783","333929"
"2783","80863"
"2783","11224"
"2783","79734"
"2783","4018"
"2794","79668"
"2843","9099"
"2843","6344"
"2843","4248"
"2901","89941"
"116444","3933"
"116444","6776"
"2914","8737"
"2896","83855"
"2896","7379"
"2896","114815"
"2896","56904"
"2896","3665"
"2896","3833"
"2896","57187"
"23708","5116"
"23708","3868"
"23708","80895"
"2937","3055"
"2937","3834"
"2937","123803"
"2968","3360"
"2981","6768"
"2981","3055"
"23438","8741"
"3046","55901"
"3049","6134"
"3050","4062"
"3054","4633"
"3054","9592"
"3054","10235"
"3054","122704"
"3054","353139"
"3054","6134"
"3054","6916"
"3054","51247"
"3054","10084"
"3054","4869"
"3054","6581"
"3054","4656"
"3054","3985"
"3054","10514"
"3054","25782"
"3054","6166"
"3055","23293"
"3055","3834"
"8841","391723"
"8841","5582"
"8841","3575"
"8841","3916"
"391723","113746"
"391723","6496"
"391723","91355"
"391723","6134"
"391723","8190"
"391723","84108"
"391723","9886"
"391723","56342"
"391723","3619"
"391723","7379"
"391723","5971"
"391723","5230"
"391723","23082"
"391723","11333"
"8334","9883"
"8334","9717"
"8334","6794"
"3123","1831"
"3123","3674"
"3123","4150"
"3123","3177"
"3135","4723"
"9454","3483"
"3221","4047"
"3221","4037"
"3221","55113"
"3265","54948"
"3265","353139"
"3265","23309"
"8739","246721"
"3315","9091"
"3359","8045"
"3359","90019"
"3359","11054"
"3359","5971"
"9592","10084"
"9592","6166"
"9592","10514"
"9592","25782"
"9592","23616"
"9592","4656"
"9592","122704"
"10437","4637"
"10437","10956"
"3433","6504"
"3482","5202"
"3482","220001"
"3482","6693"
"3482","6184"
"3482","5201"
"3482","4054"
"3483","6203"
"3483","9087"
"9235","6134"
"80895","3868"
"80895","8651"
"80895","2132"
"80895","5066"
"3619","56341"
"3619","6134"
"3619","8993"
"3619","10567"
"3619","5230"
"3619","9121"
"3619","5479"
"27130","5790"
"3665","83855"
"50805","113746"
"50805","6134"
"50805","2132"
"50805","11333"
"51477","6134"
"3674","9717"
"3674","4018"
"3674","8651"
"3674","23309"
"3674","81844"
"3674","5333"
"3674","10514"
"3674","3177"
"3674","4723"
"3691","3834"
"3767","4487"
"3777","7114"
"3777","56606"
"51305","7356"
"51305","114823"
"51305","54758"
"3779","8972"
"3779","79668"
"79734","4018"
"79734","333929"
"79734","25828"
"79734","11224"
"3834","146852"
"3834","4776"
"3834","10314"
"3834","285368"
"3834","6768"
"3802","6203"
"3802","91107"
"3802","10612"
"54758","7356"
"5650","7385"
"5650","7481"
"5650","6722"
"5650","8433"
"5650","4716"
"5650","6667"
"5650","6418"
"5650","4324"
"5650","6227"
"5650","9051"
"5650","4869"
"23633","26517"
"3868","84106"
"3868","5333"
"3868","4723"
"337880","6181"
"337963","4018"
"337963","4634"
"337967","246329"
"3911","5329"
"3916","23309"
"3916","64840"
"3916","56606"
"3916","10101"
"10314","285368"
"10314","4640"
"27040","158135"
"353139","54948"
"353139","6166"
"353139","91107"
"353139","10084"
"353139","5409"
"114823","6241"
"9355","84695"
"9355","6510"
"23547","25828"
"3982","6129"
"3982","54858"
"3982","7139"
"3985","9883"
"55679","10419"
"55679","9883"
"96626","3195"
"96626","57715"
"8994","7481"
"8994","4637"
"8994","10956"
"84695","25828"
"84695","4852"
"84695","200030"
"84695","56606"
"84695","10956"
"84695","113675"
"84695","6510"
"84695","10101"
"84695","23309"
"4018","4634"
"4018","333929"
"4018","25828"
"4018","4841"
"4018","23309"
"4018","4723"
"4018","30815"
"4018","6667"
"4018","124997"
"4018","11224"
"4018","285368"
"4018","10401"
"116844","7481"
"116844","6496"
"116844","7584"
"116844","9886"
"91355","23495"
"91355","23082"
"91355","113746"
"91355","6775"
"91355","6496"
"91355","6134"
"91355","4637"
"91355","8190"
"57819","6581"
"4054","5202"
"4054","6693"
"4054","220001"
"4054","4637"
"4054","6184"
"4054","5201"
"4062","7249"
"4141","9886"
"4150","6522"
"4150","3177"
"8888","5266"
"4209","4634"
"56917","6667"
"8972","11277"
"8972","8554"
"8972","79668"
"8190","113746"
"8190","23082"
"8190","25823"
"142678","4501"
"142678","4852"
"64780","7188"
"64780","7379"
"90007","6510"
"4324","6227"
"4324","9051"
"4324","7481"
"4324","8237"
"10200","9099"
"54948","6166"
"219927","246329"
"122704","10084"
"122704","10514"
"122704","25782"
"122704","4656"
"122704","6166"
"122704","4637"
"64951","283869"
"4501","25828"
"4501","6455"
"84560","5329"
"84560","56342"
"9112","374739"
"9112","6722"
"9112","6667"
"9112","1911"
"80198","51247"
"10514","84106"
"10514","10084"
"10514","4656"
"10514","6166"
"10514","25782"
"4633","5329"
"4633","6166"
"4633","4656"
"4634","11224"
"4634","10401"
"4637","10956"
"4637","8737"
"4637","30815"
"4637","4852"
"4637","10401"
"4637","54858"
"4637","25828"
"4640","4723"
"4640","55901"
"4640","54926"
"4640","220001"
"4640","23309"
"4656","6166"
"4656","79031"
"4656","25782"
"4656","56342"
"4656","10084"
"4693","7024"
"4716","5184"
"4716","8237"
"4716","4869"
"4716","866"
"4716","114876"
"4716","26254"
"54539","9088"
"4713","26279"
"4723","347733"
"4723","4841"
"4723","79639"
"4723","89941"
"4723","5333"
"4745","7922"
"4745","51247"
"4745","53349"
"4745","6203"
"4745","6667"
"4745","9230"
"4745","5409"
"4745","6277"
"4745","30815"
"4745","23198"
"4745","8819"
"4791","200081"
"4793","6339"
"8508","7385"
"8508","219981"
"4818","3195"
"4818","51247"
"4869","866"
"4869","5329"
"4869","6166"
"10360","6654"
"283869","56904"
"4835","10101"
"4835","23309"
"56953","114881"
"10101","6132"
"10101","5333"
"10101","10318"
"10101","30815"
"10101","7127"
"10101","10084"
"10101","57715"
"10101","23309"
"123803","6283"
"123803","7127"
"29991","57595"
"29991","7849"
"113746","23082"
"113746","11333"
"113746","54020"
"113746","25823"
"113746","6134"
"113746","2132"
"146852","51247"
"11054","6203"
"11054","220001"
"11054","26517"
"26254","333929"
"119749","6667"
"119749","57595"
"119749","10401"
"119749","5409"
"94103","3195"
"94103","7379"
"10956","6203"
"10956","25828"
"10956","54858"
"10956","6161"
"10956","30815"
"286530","57187"
"23569","866"
"23569","6166"
"51247","3195"
"51247","8819"
"51247","6581"
"51247","7335"
"51247","6667"
"51247","84106"
"51247","57152"
"51247","9230"
"51247","57348"
"51247","6836"
"51247","5333"
"51247","6181"
"51247","8651"
"51247","2132"
"54623","27283"
"5066","6203"
"5066","9883"
"5066","2132"
"5066","5201"
"84108","5230"
"84108","6455"
"84108","6134"
"84108","7707"
"79031","23645"
"79031","7480"
"79031","7409"
"79031","9886"
"57595","7139"
"5184","92799"
"5184","26517"
"5202","7922"
"5202","6184"
"5202","29920"
"5202","6203"
"5202","6667"
"5202","9230"
"5202","6693"
"5202","220001"
"5202","26517"
"5202","5201"
"5230","9121"
"5230","5913"
"5230","5582"
"54858","220001"
"54858","10401"
"1911","7481"
"1911","9886"
"5252","9087"
"5266","6203"
"8554","11277"
"9487","8635"
"9487","6203"
"9487","6134"
"9487","6455"
"10401","6688"
"10401","6510"
"10401","23309"
"10401","30815"
"10401","25828"
"9088","26279"
"5329","167127"
"5329","6134"
"5329","7139"
"5331","114815"
"5333","8651"
"5333","79639"
"5333","23309"
"5333","84106"
"5333","56606"
"84069","6134"
"84069","56342"
"84069","23616"
"84069","866"
"5409","53349"
"5409","6667"
"5409","23102"
"5409","26470"
"5409","9230"
"5409","26517"
"5409","6134"
"5409","23198"
"5441","7360"
"5441","5913"
"5447","5582"
"5456","5582"
"5456","56341"
"5456","57187"
"56342","283248"
"56342","89766"
"56342","6496"
"56342","80128"
"56342","6134"
"56342","201292"
"56342","9886"
"5479","6134"
"5479","89766"
"5479","10567"
"5479","56341"
"23645","9051"
"23645","283248"
"23645","7481"
"23645","6418"
"23645","80128"
"23645","6496"
"23645","9886"
"23645","6227"
"23645","6722"
"10084","6166"
"10084","25782"
"84106","2132"
"5582","8635"
"5582","6455"
"5582","91608"
"5582","5971"
"5582","5913"
"10419","6134"
"10419","6203"
"56341","57152"
"56341","89766"
"56341","6134"
"56341","10567"
"60675","59307"
"285368","6283"
"260429","7335"
"23198","6277"
"23198","6667"
"23198","23102"
"23198","9230"
"23198","7922"
"9051","866"
"754","83759"
"29920","7481"
"29920","26517"
"55278","55630"
"9230","26470"
"9230","6277"
"9230","7922"
"9230","57152"
"25782","6166"
"10567","89766"
"10567","10103"
"10567","2132"
"5905","90019"
"5913","7360"
"5913","6496"
"5913","7481"
"8045","8635"
"8045","6134"
"5201","220001"
"5201","6693"
"5201","6184"
"283248","6134"
"5971","54020"
"5971","6134"
"5971","7379"
"8625","6134"
"9886","6496"
"9886","80128"
"9886","7584"
"9886","201292"
"9886","7136"
"391","23495"
"89941","6134"
"8737","7423"
"6134","7584"
"6134","25828"
"6134","8878"
"6134","84283"
"6134","10346"
"6134","158135"
"6134","6203"
"6134","54020"
"6134","7480"
"6134","25823"
"6134","6693"
"6134","7379"
"6134","7124"
"6134","56606"
"6134","6496"
"6135","8877"
"6138","6171"
"6132","7379"
"6132","57187"
"6227","6228"
"6227","866"
"6184","6693"
"6184","3177"
"6184","220001"
"6203","8819"
"6203","10346"
"6203","26517"
"6203","9087"
"6203","26470"
"6203","23166"
"65078","3177"
"6277","6667"
"8819","26470"
"9717","6794"
"866","7481"
"866","26470"
"26470","6667"
"23309","6510"
"6496","6775"
"6496","80128"
"6496","7584"
"6496","7136"
"6510","25828"
"6510","7024"
"3177","1831"
"56606","8878"
"56606","25828"
"6569","7584"
"54020","64754"
"54020","25823"
"7922","6667"
"57152","6667"
"57152","6836"
"333929","25828"
"6620","114815"
"64754","9087"
"8651","3195"
"6667","374739"
"6667","53349"
"6693","220001"
"6768","30815"
"23166","80835"
"6775","23495"
"6836","2132"
"6942","220001"
"26517","53349"
"57187","7188"
"57187","7473"
"57187","7379"
"11322","25828"
"84283","7124"
"23495","10318"
"8741","9099"
"7188","7379"
"80128","201292"
"57348","89766"
"200081","7473"
